Id,course,date,RaceTime,Race,position,horsename,price,trainer,jockey,Comments
44562101,Catterick,01-Jan-22,12:25,Happy New Year Novices' Hurdle (GBB Race),4,Ask The Doc,0.833333333,Oliver Greenall,Craig Nichol,"tracked leader, pushed along and dropped to 3rd under 3 out, outpaced under 2 out, kept on same pace and dropped to 4th close home"
44562101,Catterick,01-Jan-22,12:25,Happy New Year Novices' Hurdle (GBB Race),2,Bobs Bar,3.5,D McCain Jnr,Theo Gillard,"in touch towards outer, headway into 2nd under 3 out, switched left and challenged 2 out, outpaced before last, ran on same pace and no match for winner flat"
44562101,Catterick,01-Jan-22,12:25,Happy New Year Novices' Hurdle (GBB Race),5,Fishing For Likes,66,L J Morgan,Sean Quinlan,"held up in last, left behind well over 2 out"
44562101,Catterick,01-Jan-22,12:25,Happy New Year Novices' Hurdle (GBB Race),1,High Moon,2.25,Rebecca Menzies,Nathan Moscrop,"made all, pressed 2 out, extended advantage before last, ridden and powered clear flat, easily"
44562101,Catterick,01-Jan-22,12:25,Happy New Year Novices' Hurdle (GBB Race),3,Zestful Hope (FR),33,C E Longsdon,Paul OBrien,"chased leaders, lost place under 3 out, headway from under 2 out, kept on steadily flat and took 3rd near finish"
44562102,Catterick,01-Jan-22,13:00,Randall Orchard Looking For 100 Winners Handicap Hurdle,3,Bullion Boss,5.5,N G Richards,Sean Quinlan,"mid-division on inner, headway under 3 out, challenged 2 out, ridden under 2 out, dropped to 3rd last and weakened flat"
44562102,Catterick,01-Jan-22,13:00,Randall Orchard Looking For 100 Winners Handicap Hurdle,9,Court At Slip,22,T D Easterby,Mr W Easterby,"close up early, led after 1st and raced freely, mistake 7th, headed 2 out, keeping on same pace when fell last"
44562102,Catterick,01-Jan-22,13:00,Randall Orchard Looking For 100 Winners Handicap Hurdle,7,Derrick Danjou,2.75,J Bedi,Danny Burton,"held up, headway under 3 out, pushed along over 2 out, ridden and left behind under 2 out"
44562102,Catterick,01-Jan-22,13:00,Randall Orchard Looking For 100 Winners Handicap Hurdle,6,Fame And Hope,3,Miss G Boanas,Miss Becky Smith,"close up early, chased leaders after 1st, lost place under 3 out and soon beaten"
44562102,Catterick,01-Jan-22,13:00,Randall Orchard Looking For 100 Winners Handicap Hurdle,9,Granny Mags,50,R Michael Smith,William Shanahan,"in touch, bad mistake 8th, ridden under 3 out, pulled up before 2 out"
44562102,Catterick,01-Jan-22,13:00,Randall Orchard Looking For 100 Winners Handicap Hurdle,9,Great Raffles (FR),33,Micky Hammond,A P Cawley,"led, headed and chased leaders after 1st, lost ground under 4 out, pulled up after 3 out"
44562102,Catterick,01-Jan-22,13:00,Randall Orchard Looking For 100 Winners Handicap Hurdle,4,Lady Vinetta,33,Miss G Boanas,Nathan Moscrop,"held up, pushed along under 4 out, outpaced 2 out, kept on from before last, ran on into 4th flat"
44562102,Catterick,01-Jan-22,13:00,Randall Orchard Looking For 100 Winners Handicap Hurdle,1,Late Date,40,Micky Hammond,Jack Hogan,"tracked leader, challenged 2 out and soon led, over length ahead last, ridden and went clear flat, idled and reduced lead close home"
44562102,Catterick,01-Jan-22,13:00,Randall Orchard Looking For 100 Winners Handicap Hurdle,5,Olivers Island,3.5,J Bedi,Peter Coleman,"mid-division, headway under 3 out, pushed along and outpaced over 2 out, kept on same pace from under 2 out"
44562102,Catterick,01-Jan-22,13:00,Randall Orchard Looking For 100 Winners Handicap Hurdle,2,Tanora,12,S England,Jonathan England,"held up, raced freely, mistake 5th, good headway under 3 out, close up in 4th 2 out, every chance before last, outpaced by winner flat"
44562102,Catterick,01-Jan-22,13:00,Randall Orchard Looking For 100 Winners Handicap Hurdle,9,The Bravest (GER),16,I Jardine,Jamie Gormley,"held up, closer 3 out, pushed along under 3 out, under pressure when fell 2 out"
44562102,Catterick,01-Jan-22,13:00,Randall Orchard Looking For 100 Winners Handicap Hurdle,9,Trimmers Lane,40,Micky Hammond,Emma Smith-Chaston,"chased leaders early, mistake 1st and soon in mid-division, dropped to rear after 5th, struggling before 8th, pulled up after 3 out"
44562103,Catterick,01-Jan-22,13:35,Happy New Year From Vickers Bet Novices' Limited Handicap Chase (GBB Race),9,No Anxiety,3.333333333,Jamie Snowden,Page Fuller,"disputed lead early, mistake and lost ground 2nd, in touch after 3rd, jumped right 5th, pushed along and left behind under 4 out, beaten 2 out and soon pulled up"
44562103,Catterick,01-Jan-22,13:35,Happy New Year From Vickers Bet Novices' Limited Handicap Chase (GBB Race),1,Rapper,2.5,H D Daly,Ben Godfrey,"chased leaders, tracked leader after 9th, led over 3 out, pressed 2 out, responded well and extended lead before last, ridden and went clear flat"
44562103,Catterick,01-Jan-22,13:35,Happy New Year From Vickers Bet Novices' Limited Handicap Chase (GBB Race),2,Thatsy (FR),4,B Butterworth,Sean Quinlan,"held up, headway 13th, close up in 3rd under 4 out, challenged going best 2 out, ridden under 2 out, kept on until outpaced by winner after last"
44562103,Catterick,01-Jan-22,13:35,Happy New Year From Vickers Bet Novices' Limited Handicap Chase (GBB Race),3,Tommie Beau,1.875,J W Mullins,J A Anderson,"in touch, closer after 5th, lost position 13th, mistake 14th and dropped to last, mistake 15th, ridden and outpaced under 4 out, kept on steadily from under 2 out, took distant 3rd flat"
44562103,Catterick,01-Jan-22,13:35,Happy New Year From Vickers Bet Novices' Limited Handicap Chase (GBB Race),4,Trevelyns Corn,25,Micky Hammond,A P Cawley,"disputed lead early, led after 1st and jumped right, headed over 3 out, outpaced over 2 out and soon held"
44562104,Catterick,01-Jan-22,14:15,#jumpingforjoy On Racing TV Novices' Hurdle (GBB Race),3,Fenland Tiger,12,S England,Jonathan England,"held up, lost ground over 4 out, outpaced under 3 out, plugged on from before last and took distant 3rd closing stages"
44562104,Catterick,01-Jan-22,14:15,#jumpingforjoy On Racing TV Novices' Hurdle (GBB Race),5,Lindwall,22,D McCain Jnr,Paul OBrien,"went left and slowly away when tape dropped, in rear, pushed along under 3 out and soon left behind."
44562104,Catterick,01-Jan-22,14:15,#jumpingforjoy On Racing TV Novices' Hurdle (GBB Race),2,Malpas,2.125,D McCain Jnr,Theo Gillard,"led, pressed over 2 out and soon headed, ridden and briefly outpaced under 2 out, rallied and pressed winner after last, kept on"
44562104,Catterick,01-Jan-22,14:15,#jumpingforjoy On Racing TV Novices' Hurdle (GBB Race),4,Rains Of Castamere,25,I Jardine,Craig Nichol,"chased leaders, pushed along when mistake 2 out, outpaced under 2 out, held when jumped left last"
44562104,Catterick,01-Jan-22,14:15,#jumpingforjoy On Racing TV Novices' Hurdle (GBB Race),1,Socialist Agenda,0.615384615,L J Morgan,Sean Quinlan,"tracked leader, led going well over 2 out, mistake 2 out, went clear under 2 out, reduced lead after last and pressed flat, ridden out and ran on"
44562105,Catterick,01-Jan-22,14:45,racingtv.com Handicap Chase (Go North Red Rum Series Qualifier),5,Catlin,11,Nick Kent,Paul OBrien,"close up, stumbled on landing 12th, pushed along and lost ground after 15th, left behind over 3 out"
44562105,Catterick,01-Jan-22,14:45,racingtv.com Handicap Chase (Go North Red Rum Series Qualifier),6,Chase The Wind,10,Miss J E Foster,Sean Quinlan,"led, headed 4 out, weakened from under 3 out"
44562105,Catterick,01-Jan-22,14:45,racingtv.com Handicap Chase (Go North Red Rum Series Qualifier),3,Hidden Cargo,16,J C Haynes,Thomas Dowson,"mid-division, closer after 5th, pushed along under 4 out, outpaced 3 out, ran on well from before last and took 3rd flat, nearest finish"
44562105,Catterick,01-Jan-22,14:45,racingtv.com Handicap Chase (Go North Red Rum Series Qualifier),9,Iskabeg Lane,22,Mrs S J Smith,Sam Coltherd,"chased leaders on outer, lost ground 12th, lost touch after 15th and pulled up after 4 out"
44562105,Catterick,01-Jan-22,14:45,racingtv.com Handicap Chase (Go North Red Rum Series Qualifier),4,Path To Freedom,14,Jacqueline Coward,Page Fuller,"chased leaders, headway before 10th and raced close up, led 4 out, headed over 3 out, weakened from under 2 out"
44562105,Catterick,01-Jan-22,14:45,racingtv.com Handicap Chase (Go North Red Rum Series Qualifier),2,Spot On Soph,0.727272727,S England,Jonathan England,"held up in rear, headway 13th, closed into 2nd going well under 4 out, led over 3 out, went clear under 2 out, reduced lead approaching last, ridden and headed flat, no extra close home"
44562105,Catterick,01-Jan-22,14:45,racingtv.com Handicap Chase (Go North Red Rum Series Qualifier),9,The Very Thing,33,Micky Hammond,A P Cawley,"mid-division, lost ground after 9th, dropped to last before 12th, pulled up after 14th"
44562105,Catterick,01-Jan-22,14:45,racingtv.com Handicap Chase (Go North Red Rum Series Qualifier),1,Tumbling Dice,5.5,Mrs S J Smith,Thomas Willmott,"chased leaders, pushed along in 3rd over 3 out, headway over 2 out, closed before last, switched right and ran on well to lead flat, went clear closing stages"
44562105,Catterick,01-Jan-22,14:45,racingtv.com Handicap Chase (Go North Red Rum Series Qualifier),9,Whitechurch,16,D McCain Jnr,Theo Gillard,"held up, pushed along under 4 out and soon pulled up"
44562106,Catterick,01-Jan-22,15:20,Racing Again 13th January Handicap Hurdle,1,Alright Marlene,5.5,Jacqueline Coward,Page Fuller,"led, raced freely, shaken up when mistake 2 out, ridden under 2 out, pressed last and soon headed, ran on well flat and led again near finish"
44562106,Catterick,01-Jan-22,15:20,Racing Again 13th January Handicap Hurdle,9,Baltic Baron,11,B Ellison,Sam Coltherd,"mid-division towards outer, lost ground after 4th, left behind under 3 out, pulled up before 2 out"
44562106,Catterick,01-Jan-22,15:20,Racing Again 13th January Handicap Hurdle,4,Bestiarius,3.5,Miss G Boanas,Sean Quinlan,"tracked leaders, niggled along in 3rd under 3 out, kept on same pace from under 2 out and dropped to 4th flat"
44562106,Catterick,01-Jan-22,15:20,Racing Again 13th January Handicap Hurdle,7,Captain Moirette (FR),16,James Moffatt,Charlotte Jones,"mid-division early, headway and chased leaders after 3rd, pushed along under 3 out, weakened from over 2 out"
44562106,Catterick,01-Jan-22,15:20,Racing Again 13th January Handicap Hurdle,13,Comber Mill (FR),66,D Thompson,Danny Burton,"chased leaders, ridden under 3 out and soon weakened"
44562106,Catterick,01-Jan-22,15:20,Racing Again 13th January Handicap Hurdle,2,El Jefe,3.333333333,A B Hamilton,William Shanahan,"held up, headway 4 out, closed into 2nd under 3 out, ridden under 2 out, challenged last and soon led, kept on until no extra and headed closing stages"
44562106,Catterick,01-Jan-22,15:20,Racing Again 13th January Handicap Hurdle,6,Ex Selance (FR),5.5,V Thompson,Thomas Dowson,"chased leaders early, mid-division after 3rd, pushed along under 3 out, kept on same pace from under 2 out"
44562106,Catterick,01-Jan-22,15:20,Racing Again 13th January Handicap Hurdle,10,Get Phar,20,D Brooke,Craig Nichol,"held up in rear, reminder after 4th, lost touch under 3 out"
44562106,Catterick,01-Jan-22,15:20,Racing Again 13th January Handicap Hurdle,9,Ilaya (FR),9,Micky Hammond,Miss Becky Smith,"held up, some headway well over 2 out, no further impression"
44562106,Catterick,01-Jan-22,15:20,Racing Again 13th January Handicap Hurdle,5,Jamil,28,Miss T Jackson,S Mulqueen,"mid-division, headway under 3 out, ran on same pace from under 2 out, no extra flat"
44562106,Catterick,01-Jan-22,15:20,Racing Again 13th January Handicap Hurdle,11,Motahassen,25,D Carroll,A P Cawley,"held up, pushed along under 3 out, no headway and beaten 2 out"
44562106,Catterick,01-Jan-22,15:20,Racing Again 13th January Handicap Hurdle,12,Shamrock Wine,28,B Ellison,Nathan Moscrop,"held up in rear, pushed along and lost touch under 3 out"
44562106,Catterick,01-Jan-22,15:20,Racing Again 13th January Handicap Hurdle,3,Snowed In,22,B Butterworth,Thomas Willmott,"tracked leader, lost place and outpaced under 3 out, ran on from before last and took 3rd closing stages"
44562106,Catterick,01-Jan-22,15:20,Racing Again 13th January Handicap Hurdle,8,Up With The Play,100,V Thompson,Mr Paddy Barlow,"held up, niggled along before 2nd, dropped to last after 3rd, lost touch under 3 out"
44562107,Cheltenham,01-Jan-22,12:15,Ballymore Novices' Hurdle (Listed Race) (GBB Race),5,Doctor Ken (FR),12,Olly Murphy,Aidan Coleman,"chased leaders, went 2nd before 4th until 2 out, weakened before not fluent last"
44562107,Cheltenham,01-Jan-22,12:15,Ballymore Novices' Hurdle (Listed Race) (GBB Race),3,Get A Tonic,3,D Skelton,Harry Skelton,"held up, closed 2 out, 3rd and outpaced before last, well held flat"
44562107,Cheltenham,01-Jan-22,12:15,Ballymore Novices' Hurdle (Listed Race) (GBB Race),1,Hillcrest,3,H D Daly,Richard Patrick,"made virtually all, not fluent 7th, joined off final bend, landed awkwardly last, asserting after last, stayed on well"
44562107,Cheltenham,01-Jan-22,12:15,Ballymore Novices' Hurdle (Listed Race) (GBB Race),2,I Am Maximus (FR),1.4,N J Henderson,Nico de Boinville,"chased winner until before 4th, slow next, not fluent 6th, went 2nd again 2 out, disputing lead off final bend, no impression final 100 yards, kept on"
44562107,Cheltenham,01-Jan-22,12:15,Ballymore Novices' Hurdle (Listed Race) (GBB Race),7,Jacks A Legend,66,A E Jones,Harry Bannister,"always in rear, well beaten from after 2 out"
44562107,Cheltenham,01-Jan-22,12:15,Ballymore Novices' Hurdle (Listed Race) (GBB Race),6,Mot A Mot (FR),40,N J Henderson,James Bowen,"held up towards rear on outside, pushed along after 3 out, closed 2 out, soon weakened"
44562107,Cheltenham,01-Jan-22,12:15,Ballymore Novices' Hurdle (Listed Race) (GBB Race),4,Pull Again Green,11,F OBrien,P J Brennan,"chased leaders on inside, raced keenly, not fluent 2 out, weakened before last, went 4th flat"
44562108,Cheltenham,01-Jan-22,12:50,New Four Eighty Restaurant At Cheltenham Festival Handicap Chase (GBB Race),4,Big Nasty,7,M Keighley,S Bowen,"mid-division on outside, closed 6th, every chance 3 out, jumped left and bumped 2 out, held from last, kept on same pace"
44562108,Cheltenham,01-Jan-22,12:50,New Four Eighty Restaurant At Cheltenham Festival Handicap Chase (GBB Race),9,Brave Eagle,22,N J Henderson,Nico de Boinville,"not jump well, in rear until pulled up before 16th"
44562108,Cheltenham,01-Jan-22,12:50,New Four Eighty Restaurant At Cheltenham Festival Handicap Chase (GBB Race),9,Captain Tommy,5.5,D G Bridgwater,Brendan Powell,"chased leaders on inside, hampered and unseated rider 18th"
44562108,Cheltenham,01-Jan-22,12:50,New Four Eighty Restaurant At Cheltenham Festival Handicap Chase (GBB Race),9,Destinee Royale (FR),5,Miss V Williams,Charlie Deutsch,"soon led, not fluent 4th (water), mistake 15th, pressed when stumbled and fell 18th"
44562108,Cheltenham,01-Jan-22,12:50,New Four Eighty Restaurant At Cheltenham Festival Handicap Chase (GBB Race),1,Full Back (FR),4.5,G L Moore,J E Moore,"always prominent, mistake 13th, left in lead 18th, stayed on gamely flat"
44562108,Cheltenham,01-Jan-22,12:50,New Four Eighty Restaurant At Cheltenham Festival Handicap Chase (GBB Race),9,Honest Vic,7.5,H D Daly,Richard Patrick,"mistakes rear of mid-division, behind when pulled up before 18th"
44562108,Cheltenham,01-Jan-22,12:50,New Four Eighty Restaurant At Cheltenham Festival Handicap Chase (GBB Race),9,Newtide,18,K C Bailey,C Gethings,"mid-division, towards rear 7th, not fluent 9th, pushed along after 12th, behind when pulled up before 18th"
44562108,Cheltenham,01-Jan-22,12:50,New Four Eighty Restaurant At Cheltenham Festival Handicap Chase (GBB Race),5,Potters Legend,28,Mrs L Wadham,Jack Quinlan,"prominent, not fluent 7th, ridden before 18th, challenged 4 out, losing disputed 2nd last, weakened final 75 yards"
44562108,Cheltenham,01-Jan-22,12:50,New Four Eighty Restaurant At Cheltenham Festival Handicap Chase (GBB Race),3,Smooth Stepper,50,A M Hales,Harry Bannister,"prominent until 2nd, chased leaders, lost place and ridden 12th, rallied from last, stayed on, went 3rd towards finish"
44562108,Cheltenham,01-Jan-22,12:50,New Four Eighty Restaurant At Cheltenham Festival Handicap Chase (GBB Race),2,The Wolf (FR),10,Olly Murphy,Adrian Heskin,"in rear, not fluent 7th, closed 18th, mistake 4 out, hit 3 out, disputing 2nd when bumped 2 out, clear 2nd flat, kept on, not able to challenge winner"
44562108,Cheltenham,01-Jan-22,12:50,New Four Eighty Restaurant At Cheltenham Festival Handicap Chase (GBB Race),6,Undersupervision,4.5,N A Twiston-Davies,Sam Twiston-Davies,"held up towards rear, closed before 13th, mistake 15th, outpaced 18th, well beaten from 4 out"
44562109,Cheltenham,01-Jan-22,13:25,Paddy Power Novices' Chase (Registered As The Dipper Novices' Chase) (Grade 2) (GBB Race),5,Come On Teddy,7,T R George,J J Burke,"held up in rear, jumped left 2nd, some headway when not much room 12th, outpaced in 5th after 3 out, well beaten 2 out"
44562109,Cheltenham,01-Jan-22,13:25,Paddy Power Novices' Chase (Registered As The Dipper Novices' Chase) (Grade 2) (GBB Race),3,Fantastikas (FR),14,N A Twiston-Davies,Sam Twiston-Davies,"chased winner, jumped left 3 out, ridden and lost 2nd before 2 out, held after, kept on"
44562109,Cheltenham,01-Jan-22,13:25,Paddy Power Novices' Chase (Registered As The Dipper Novices' Chase) (Grade 2) (GBB Race),9,Gladiateur Allen (FR),33,Mrs J Williams,Chester Williams,"held up towards rear, raced keenly, mistake 2nd, not fluent 6th or 13th, fell 4 out"
44562109,Cheltenham,01-Jan-22,13:25,Paddy Power Novices' Chase (Registered As The Dipper Novices' Chase) (Grade 2) (GBB Race),1,Lhomme Presse (FR),1.75,Miss V Williams,Charlie Deutsch,"made all, not fluent 4 out, drew clear flat, stayed on strongly, easily"
44562109,Cheltenham,01-Jan-22,13:25,Paddy Power Novices' Chase (Registered As The Dipper Novices' Chase) (Grade 2) (GBB Race),9,Millers Bank,4,A M Hales,Harry Bannister,"chased leaders, lost place 2nd, closed 5th, about 5 lengths 5th when knuckled on landing, slithered and unseated rider 4 out"
44562109,Cheltenham,01-Jan-22,13:25,Paddy Power Novices' Chase (Registered As The Dipper Novices' Chase) (Grade 2) (GBB Race),4,Oscar Elite,14,C L Tizzard,Brendan Powell,"chased leaders on inside, pushed along after 3 out, switched right and effort before 2 out, soon held, 4th and well beaten from last"
44562109,Cheltenham,01-Jan-22,13:25,Paddy Power Novices' Chase (Registered As The Dipper Novices' Chase) (Grade 2) (GBB Race),2,The Glancing Queen,3,A King,Tom Cannon,"chased leaders, went 2nd before 2 out, went left and dived at last, no impression on winner flat"
44562109,Cheltenham,01-Jan-22,13:25,Paddy Power Novices' Chase (Registered As The Dipper Novices' Chase) (Grade 2) (GBB Race),6,Zurekin,125,Mrs S Leech,Adrian Heskin,"in rear, not fluent 5th, hampered and well beaten 4 out"
44562110,Cheltenham,01-Jan-22,14:00,Paddy Power New Year's Day Handicap Chase (Grade 3) (GBB Race),10,A Toi Phil (FR),50,G L Moore,J E Moore,always towards rear
44562110,Cheltenham,01-Jan-22,14:00,Paddy Power New Year's Day Handicap Chase (Grade 3) (GBB Race),9,Admiral Barratry (FR),28,Mrs L Wadham,Aidan Coleman,"held up in touch, lost place 4th, behind when pulled up before 4 out"
44562110,Cheltenham,01-Jan-22,14:00,Paddy Power New Year's Day Handicap Chase (Grade 3) (GBB Race),3,Alnadam (FR),5,D Skelton,Harry Skelton,"tracked leaders, close up 3 out, beaten 4th from 2 out, kept on, went 3rd towards finish"
44562110,Cheltenham,01-Jan-22,14:00,Paddy Power New Year's Day Handicap Chase (Grade 3) (GBB Race),8,Coole Cody,5,Evan Williams,Adam Wedge,"led, not fluent 8th, not fluent and headed 11th, weakened 2 out"
44562110,Cheltenham,01-Jan-22,14:00,Paddy Power New Year's Day Handicap Chase (Grade 3) (GBB Race),5,Deyrann de Carjac (FR),14,A King,Brendan Powell,"chased leaders, lost place 9th, 7th 2 out, rallied flat, stayed on"
44562110,Cheltenham,01-Jan-22,14:00,Paddy Power New Year's Day Handicap Chase (Grade 3) (GBB Race),11,Espoir De Teillee (FR),40,T R George,D E Mullins,always towards rear
44562110,Cheltenham,01-Jan-22,14:00,Paddy Power New Year's Day Handicap Chase (Grade 3) (GBB Race),9,Funambule Sivola (FR),7,Miss V Williams,Charlie Deutsch,"held up towards rear on outside, headway before 13th, not fluent 12th, mistake 4 out, 5th and beaten 2 out, weakened after"
44562110,Cheltenham,01-Jan-22,14:00,Paddy Power New Year's Day Handicap Chase (Grade 3) (GBB Race),6,Galahad Quest (FR),9,Nick Williams,David Noonan,"held up in touch, ridden after 12th, beaten after 3 out, 6th and no impression 2 out"
44562110,Cheltenham,01-Jan-22,14:00,Paddy Power New Year's Day Handicap Chase (Grade 3) (GBB Race),9,High Up In The Air (FR),50,G L Moore,J M Davies,"not always fluent towards rear, well behind 4 out, pulled up after"
44562110,Cheltenham,01-Jan-22,14:00,Paddy Power New Year's Day Handicap Chase (Grade 3) (GBB Race),7,Janika (FR),40,N J Henderson,James Bowen,"held up in mid-division, closed on inside 6th, lost place 8th, no impression 3 out"
44562110,Cheltenham,01-Jan-22,14:00,Paddy Power New Year's Day Handicap Chase (Grade 3) (GBB Race),9,Kauto Riko (FR),20,T R Gretton,J J Burke,"held up in touch, outpaced 13th, well beaten from 4 out, pulled up before 2 out"
44562110,Cheltenham,01-Jan-22,14:00,Paddy Power New Year's Day Handicap Chase (Grade 3) (GBB Race),4,Magic Saint (FR),50,P F Nicholls,Tom Buckley,"held up towards rear, headway 13th, 3rd 2 out, no impression on front pair flat, faded into 4th towards finish"
44562110,Cheltenham,01-Jan-22,14:00,Paddy Power New Year's Day Handicap Chase (Grade 3) (GBB Race),12,Riders Onthe Storm,11,Richard Hobson,Nick Scholfield,"tracked leaders, led 11th, headed next, led before 4 out, headed 3 out, soon weakened"
44562110,Cheltenham,01-Jan-22,14:00,Paddy Power New Year's Day Handicap Chase (Grade 3) (GBB Race),2,Simply The Betts,8.5,P F Nicholls,H Cobden,"prominent, led 12th, headed before 4 out, led 3 out, headed 2 out, still pressing winner flat, no impression final 50 yards"
44562110,Cheltenham,01-Jan-22,14:00,Paddy Power New Year's Day Handicap Chase (Grade 3) (GBB Race),1,Vienna Court,10,N A Twiston-Davies,Sam Twiston-Davies,"held up in rear, headway on outside going well 13th, led 2 out, driven out flat"
44562110,Cheltenham,01-Jan-22,14:00,Paddy Power New Year's Day Handicap Chase (Grade 3) (GBB Race),9,Zanza,6,P J Hobbs,T J OBrien,"held up in mid-division, mistake 8th and 9th (water), pulled up before 10th"
44562111,Cheltenham,01-Jan-22,14:35,Paddy Power Handicap Hurdle (GBB Race),5,Art Approval (FR),5,F OBrien,P J Brennan,"held up and behind, not fluent 8th or 3 out, headway 2 out, never on terms, jockey fiddling with iron briefly just after last, looked liked getting 4th briefly, no impression"
44562111,Cheltenham,01-Jan-22,14:35,Paddy Power Handicap Hurdle (GBB Race),9,Ask Dillon,12,F OBrien,Liam Harrison,"mid-division after slow jump 1st, not that fluent after at times, losing place 6th, behind before 3 out, pulled up before 2 out"
44562111,Cheltenham,01-Jan-22,14:35,Paddy Power Handicap Hurdle (GBB Race),3,Botox Has (FR),6.5,G L Moore,J E Moore,"prominent, not fluent 3 out, challenging after 2 out, 3rd and held after last, kept on"
44562111,Cheltenham,01-Jan-22,14:35,Paddy Power Handicap Hurdle (GBB Race),9,Cracking Smart (FR),80,Mrs S Leech,Cillin Leonard,"not always fluent, always behind, tailed off before 3 out, soon pulled up"
44562111,Cheltenham,01-Jan-22,14:35,Paddy Power Handicap Hurdle (GBB Race),1,Dolphin Square,28,P J Hobbs,Mr D Maxwell,"mid-division, headway after 5th, lost ground on leaders 3 out, closed before last, led final 50 yards, stayed on well"
44562111,Cheltenham,01-Jan-22,14:35,Paddy Power Handicap Hurdle (GBB Race),2,Kansas City Chief,14,N P Mulholland,Victoria Malzard,"led until after 3 out, headed before 2 out, stayed on but hard pressed, headed final 50 yards"
44562111,Cheltenham,01-Jan-22,14:35,Paddy Power Handicap Hurdle (GBB Race),4,My Bobby Dazzler,7.5,Mrs Melanie Rowley,Alex Edwards,"prominent, outpaced after 3 out, stayed on flat, went 4th towards finsih"
44562111,Cheltenham,01-Jan-22,14:35,Paddy Power Handicap Hurdle (GBB Race),7,Pileon,4.5,P J Hobbs,Ben Jones,"chased leaders, ridden after 3 out, hit 2 out, weakened before last"
44562111,Cheltenham,01-Jan-22,14:35,Paddy Power Handicap Hurdle (GBB Race),9,Sirobbie,50,D G Bridgwater,Brendan Powell,"soon mid-division on inside, struggling from 7th, pulled up before 2 out"
44562111,Cheltenham,01-Jan-22,14:35,Paddy Power Handicap Hurdle (GBB Race),9,Spiritofthegames,10,D Skelton,Harry Skelton,"prominent on inside, led after 3 out, headed before 2 out, weakened approaching last, tailed off"
44562111,Cheltenham,01-Jan-22,14:35,Paddy Power Handicap Hurdle (GBB Race),8,Stoney Mountain,22,Jamie Snowden,G Sheehan,"held up towards rear, not fluent 8th, well beaten 3 out, tailed off"
44562111,Cheltenham,01-Jan-22,14:35,Paddy Power Handicap Hurdle (GBB Race),9,Tamar Bridge,5.5,Olly Murphy,Adrian Heskin,"held up towards rear, well beaten before 2 out, pulled up before last"
44562111,Cheltenham,01-Jan-22,14:35,Paddy Power Handicap Hurdle (GBB Race),9,The Mighty Don,33,N J Gifford,J M Davies,"rear of mdi-division, ridden after 6th, not fluent 7th, soon behind, pulled up after 3 out"
44562111,Cheltenham,01-Jan-22,14:35,Paddy Power Handicap Hurdle (GBB Race),6,Whatsupwithyou,14,Ben Pauling,Kielan Woods,"mid-division, not fluent 9th, headway last, no impression, weakened final 200 yards"
44562112,Cheltenham,01-Jan-22,15:10,Dornan Engineering Relkeel Hurdle (Grade 2) (GBB Race),9,Brewinupastorm,2.25,Olly Murphy,Aidan Coleman,"held up in touch on outside, went 2nd 3 out, switched left after 2 out, joined winner when fell last"
44562112,Cheltenham,01-Jan-22,15:10,Dornan Engineering Relkeel Hurdle (Grade 2) (GBB Race),4,Dans Le Vent (FR),33,Evan Williams,Isabel Williams,"held up in rear, pecked 2 out, closed on placed horses after final bend but no impression on front pair, slightly hampered last, no impression"
44562112,Cheltenham,01-Jan-22,15:10,Dornan Engineering Relkeel Hurdle (Grade 2) (GBB Race),3,Guard Your Dreams,2.5,N A Twiston-Davies,Sam Twiston-Davies,"chased leaders on inside, went 2nd before 6th until 3 out, outpaced and not fluent 2 out, no impression, when left 3rd and hampered last"
44562112,Cheltenham,01-Jan-22,15:10,Dornan Engineering Relkeel Hurdle (Grade 2) (GBB Race),2,Mcfabulous,4.5,P F Nicholls,H Cobden,"chased leaders, went 2nd before 5th until before next, switched left after final bend, went 3rd but held when left 2nd last, stayed on"
44562112,Cheltenham,01-Jan-22,15:10,Dornan Engineering Relkeel Hurdle (Grade 2) (GBB Race),9,On The Blind Side,14,N J Henderson,Nico de Boinville,"chased leader until before 5th, soon outpaced, well beaten from 3 out, pulled up before 2 out"
44562112,Cheltenham,01-Jan-22,15:10,Dornan Engineering Relkeel Hurdle (Grade 2) (GBB Race),1,Stormy Ireland (FR),4,W P Mullins,D E Mullins,"made all, not fluent 5th, joined when left clear last, reduced lead towards finish but just pushed out"
44562113,Cheltenham,01-Jan-22,15:50,"Pony Club ""Junior"" National Hunt Flat Race (A Standard Open NHF Race) (Listed Race) (GBB Race)",8,A Shining Moon,40,Eve Johnson Houghton,Ben Jones,"held up in touch, pushed along 4f out, outpaced over 2f out, weakened over 1f out"
44562113,Cheltenham,01-Jan-22,15:50,"Pony Club ""Junior"" National Hunt Flat Race (A Standard Open NHF Race) (Listed Race) (GBB Race)",7,Alazwar,14,Archie Watson,G Sheehan,"held up towards rear, headway towards outside rail over 4f out, outpaced over 2f out, well held over 1f out"
44562113,Cheltenham,01-Jan-22,15:50,"Pony Club ""Junior"" National Hunt Flat Race (A Standard Open NHF Race) (Listed Race) (GBB Race)",10,Beyond Boundaries,7.5,A M Balding,S Bowen,"held up in mid-division, pushed along and outpaced over 3f out, well beaten final 2f"
