original_timestamp,file_source,operation,clock,publish_time,connection_time,publish_datetime,market_id,market_definition_bet_delay,market_definition_betting_type,market_definition_bsp_market,market_definition_complete,market_definition_country_code,market_definition_cross_matching,market_definition_discount_allowed,market_definition_event_id,market_definition_event_type_id,market_definition_in_play,market_definition_market_base_rate,market_definition_market_time,market_definition_market_type,market_definition_number_of_active_runners,market_definition_number_of_winners,market_definition_open_date,market_definition_persistence_enabled,market_definition_regulators,market_definition_rules_has_date_expiry,market_definition_status,market_definition_suspend_time,market_definition_timezone,market_definition_turn_in_play_enabled,market_definition_venue,market_definition_version,market_definition_market_datetime,runner_id,runner_fullImage_price,runner_last_price_traded,runner_total_matched,runner_removal_date,runner_adjustment_factor,runner_handicap
2025-08-02T16:31:29.689376,betfair_data_1,mcm,7818562832,1.6775E+12,,32:59.6,1.210613862,0,ODDS,TRUE,TRUE,GB,FALSE,TRUE,32144451,7,FALSE,5,2023-03-01T14:20:00.000Z,WIN,4,1,2023-03-01T13:50:00.000Z,TRUE,['MR_INT'],,OPEN,2023-03-01T14:20:00.000Z,Europe/London,TRUE,Musselburgh,5078054473,,,,,,,,
2025-08-02T16:31:31.738781,betfair_data_3,mcm,7818562832,1.6775E+12,,32:59.6,1.210613875,0,ODDS,TRUE,TRUE,GB,FALSE,TRUE,32144451,7,FALSE,5,2023-03-01T13:50:00.000Z,WIN,4,1,2023-03-01T13:50:00.000Z,TRUE,['MR_INT'],,OPEN,2023-03-01T13:50:00.000Z,Europe/London,TRUE,Musselburgh,5078054469,,,,,,,,
2025-08-02T16:31:33.808254,betfair_data_5,mcm,7818562832,1.6775E+12,,32:59.6,1.210613903,0,ODDS,TRUE,TRUE,GB,FALSE,TRUE,32144451,7,FALSE,5,2023-03-01T14:50:00.000Z,WIN,6,1,2023-03-01T13:50:00.000Z,TRUE,['MR_INT'],,OPEN,2023-03-01T14:50:00.000Z,Europe/London,TRUE,Musselburgh,5078054475,,,,,,,,
2025-08-02T16:31:31.738781,betfair_data_3,mcm,7824870635,1.6776E+12,,49:34.4,1.210613875,,,,,,,,,,,,,,,,,,,,,,,,,,,41401413,,3.7,,,,
2025-08-02T16:31:31.738781,betfair_data_3,mcm,7825373846,1.6776E+12,,25:53.6,1.210613875,,,,,,,,,,,,,,,,,,,,,,,,,,,42024531,,3.8,,,,
2025-08-02T16:31:32.723930,betfair_data_4,mcm,7825540958,1.6776E+12,,00:43.6,1.210613879,0,ODDS,TRUE,TRUE,GB,FALSE,TRUE,32144451,7,FALSE,5,2023-03-01T13:50:00.000Z,PLACE,4,2,2023-03-01T13:50:00.000Z,TRUE,['MR_INT'],,OPEN,2023-03-01T13:50:00.000Z,Europe/London,TRUE,Musselburgh,5079614728,,,,,,,,
2025-08-02T16:31:30.674197,betfair_data_2,mcm,7825540958,1.6776E+12,,00:43.6,1.210613868,0,ODDS,TRUE,TRUE,GB,FALSE,TRUE,32144451,7,FALSE,5,2023-03-01T14:20:00.000Z,PLACE,4,2,2023-03-01T13:50:00.000Z,TRUE,['MR_INT'],,OPEN,2023-03-01T14:20:00.000Z,Europe/London,TRUE,Musselburgh,5079615406,,,,,,,,
2025-08-02T16:31:31.738781,betfair_data_3,mcm,7825568962,1.6776E+12,,05:41.9,1.210613875,,,,,,,,,,,,,,,,,,,,,,,,,,,42024531,,3.75,,,,
2025-08-02T16:31:33.808254,betfair_data_5,mcm,7825577878,1.6776E+12,,07:33.4,1.210613903,,,,,,,,,,,,,,,,,,,,,,,,,,,54817,,2.4,,,,
2025-08-02T16:31:33.808254,betfair_data_5,mcm,7825587645,1.6776E+12,,09:28.9,1.210613903,,,,,,,,,,,,,,,,,,,,,,,,,,,10508796,,14.5,,,,
2025-08-02T16:31:31.738781,betfair_data_3,mcm,7825587645,1.6776E+12,,09:28.9,1.210613875,,,,,,,,,,,,,,,,,,,,,,,,,,,41401413,,5.1,,,,
2025-08-02T16:31:33.808254,betfair_data_5,mcm,7825610272,1.6776E+12,,13:46.7,1.210613903,,,,,,,,,,,,,,,,,,,,,,,,,,,10508796,,15.5,,,,
2025-08-02T16:31:33.808254,betfair_data_5,mcm,7825621493,1.6776E+12,,15:51.2,1.210613903,,,,,,,,,,,,,,,,,,,,,,,,,,,54817,,2.3,,,,
2025-08-02T16:31:31.738781,betfair_data_3,mcm,7825633145,1.6776E+12,,17:55.6,1.210613875,,,,,,,,,,,,,,,,,,,,,,,,,,,41401413,,4.8,,,,
2025-08-02T16:31:29.689376,betfair_data_1,mcm,7825639597,1.6776E+12,,19:05.7,1.210613862,,,,,,,,,,,,,,,,,,,,,,,,,,,42124604,,2.18,,,,
2025-08-02T16:31:31.738781,betfair_data_3,mcm,7825655091,1.6776E+12,,21:56.4,1.210613875,,,,,,,,,,,,,,,,,,,,,,,,,,,41401413,,4.7,,,,
2025-08-02T16:31:31.738781,betfair_data_3,mcm,7825660197,1.6776E+12,,22:56.6,1.210613875,,,,,,,,,,,,,,,,,,,,,,,,,,,41401413,,4.6,,,,
2025-08-02T16:31:31.738781,betfair_data_3,mcm,7825665044,1.67761E+12,,23:56.0,1.210613875,,,,,,,,,,,,,,,,,,,,,,,,,,,41401413,,4.8,,,,
2025-08-02T16:31:33.808254,betfair_data_5,mcm,7825673697,1.67761E+12,,25:43.3,1.210613903,,,,,,,,,,,,,,,,,,,,,,,,,,,54817,,2.14,,,,
2025-08-02T16:31:33.808254,betfair_data_5,mcm,7825673697,1.67761E+12,,25:43.3,1.210613903,,,,,,,,,,,,,,,,,,,,,,,,,,,36615100,,9.8,,,,
2025-08-02T16:31:33.808254,betfair_data_5,mcm,7825696635,1.67761E+12,,28:53.9,1.210613903,,,,,,,,,,,,,,,,,,,,,,,,,,,10508796,,12,,,,
2025-08-02T16:31:29.689376,betfair_data_1,mcm,7825696635,1.67761E+12,,28:53.9,1.210613862,,,,,,,,,,,,,,,,,,,,,,,,,,,42124604,,2.28,,,,
2025-08-02T16:31:33.808254,betfair_data_5,mcm,7825701795,1.67761E+12,,29:51.5,1.210613903,,,,,,,,,,,,,,,,,,,,,,,,,,,23710422,,15.5,,,,
2025-08-02T16:31:33.808254,betfair_data_5,mcm,7825701795,1.67761E+12,,29:51.5,1.210613903,,,,,,,,,,,,,,,,,,,,,,,,,,,54817,,2.24,,,,
2025-08-02T16:31:29.689376,betfair_data_1,mcm,7825730045,1.67761E+12,,34:53.9,1.210613862,,,,,,,,,,,,,,,,,,,,,,,,,,,42124604,,2.2,,,,
2025-08-02T16:31:29.689376,betfair_data_1,mcm,7825730045,1.67761E+12,,34:53.9,1.210613862,,,,,,,,,,,,,,,,,,,,,,,,,,,42064849,,2.98,,,,
2025-08-02T16:31:33.808254,betfair_data_5,mcm,7825748047,1.67761E+12,,37:55.9,1.210613903,,,,,,,,,,,,,,,,,,,,,,,,,,,36615100,,8.2,,,,
2025-08-02T16:31:33.808254,betfair_data_5,mcm,7825785154,1.67761E+12,,44:47.9,1.210613903,,,,,,,,,,,,,,,,,,,,,,,,,,,36615100,,8,,,,
2025-08-02T16:31:31.738781,betfair_data_3,mcm,7825790471,1.67761E+12,,45:44.8,1.210613875,,,,,,,,,,,,,,,,,,,,,,,,,,,41401413,,4.3,,,,
2025-08-02T16:31:31.738781,betfair_data_3,mcm,7825795460,1.67761E+12,,46:38.8,1.210613875,,,,,,,,,,,,,,,,,,,,,,,,,,,41401413,,4.5,,,,
2025-08-02T16:31:33.808254,betfair_data_5,mcm,7825805453,1.67761E+12,,48:29.7,1.210613903,,,,,,,,,,,,,,,,,,,,,,,,,,,36615100,,8.2,,,,
2025-08-02T16:31:31.738781,betfair_data_3,mcm,7825818195,1.67761E+12,,50:54.1,1.210613875,,,,,,,,,,,,,,,,,,,,,,,,,,,41401413,,3.75,,,,
2025-08-02T16:31:29.689376,betfair_data_1,mcm,7825836962,1.67761E+12,,54:42.9,1.210613862,,,,,,,,,,,,,,,,,,,,,,,,,,,42124604,,2.18,,,,
2025-08-02T16:31:29.689376,betfair_data_1,mcm,7825841335,1.67761E+12,,55:38.9,1.210613862,,,,,,,,,,,,,,,,,,,,,,,,,,,42124604,,2.14,,,,
2025-08-02T16:31:29.689376,betfair_data_1,mcm,7825846865,1.67761E+12,,56:56.6,1.210613862,,,,,,,,,,,,,,,,,,,,,,,,,,,27403237,,8.2,,,,
2025-08-02T16:31:29.689376,betfair_data_1,mcm,7825851352,1.67761E+12,,57:52.1,1.210613862,,,,,,,,,,,,,,,,,,,,,,,,,,,27403237,,6.6,,,,
2025-08-02T16:31:33.808254,betfair_data_5,mcm,7825860956,1.67761E+12,,59:51.2,1.210613903,,,,,,,,,,,,,,,,,,,,,,,,,,,36615100,,8.4,,,,
2025-08-02T16:31:33.808254,betfair_data_5,mcm,7825874897,1.67761E+12,,02:47.4,1.210613903,0,ODDS,TRUE,TRUE,GB,FALSE,TRUE,32144451,7,FALSE,5,2023-03-01T14:50:00.000Z,WIN,6,1,2023-03-01T13:50:00.000Z,TRUE,['MR_INT'],,OPEN,2023-03-01T14:50:00.000Z,Europe/London,TRUE,Musselburgh,5079689512,,,,,,,,
2025-08-02T16:31:31.738781,betfair_data_3,mcm,7825874897,1.67761E+12,,02:47.4,1.210613875,0,ODDS,TRUE,TRUE,GB,FALSE,TRUE,32144451,7,FALSE,5,2023-03-01T13:50:00.000Z,WIN,4,1,2023-03-01T13:50:00.000Z,TRUE,['MR_INT'],,OPEN,2023-03-01T13:50:00.000Z,Europe/London,TRUE,Musselburgh,5079689459,,41401413,,3.95,,,,
2025-08-02T16:31:32.723930,betfair_data_4,mcm,7825874897,1.67761E+12,,02:47.4,1.210613879,0,ODDS,TRUE,TRUE,GB,FALSE,TRUE,32144451,7,FALSE,5,2023-03-01T13:50:00.000Z,PLACE,4,2,2023-03-01T13:50:00.000Z,TRUE,['MR_INT'],,OPEN,2023-03-01T13:50:00.000Z,Europe/London,TRUE,Musselburgh,5079689465,,,,,,,,
2025-08-02T16:31:29.689376,betfair_data_1,mcm,7825879900,1.67761E+12,,03:52.4,1.210613862,,,,,,,,,,,,,,,,,,,,,,,,,,,27403237,,6.4,,,,
2025-08-02T16:31:29.689376,betfair_data_1,mcm,7825879900,1.67761E+12,,03:52.4,1.210613862,,,,,,,,,,,,,,,,,,,,,,,,,,,42124604,,2.18,,,,
2025-08-02T16:31:31.738781,betfair_data_3,mcm,7825890768,1.67761E+12,,05:56.0,1.210613875,,,,,,,,,,,,,,,,,,,,,,,,,,,41401413,,4.1,,,,
2025-08-02T16:31:31.738781,betfair_data_3,mcm,7825896856,1.67761E+12,,06:54.3,1.210613875,,,,,,,,,,,,,,,,,,,,,,,,,,,18332780,,2.66,,,,
2025-08-02T16:31:33.808254,betfair_data_5,mcm,7825916156,1.67761E+12,,09:52.3,1.210613903,,,,,,,,,,,,,,,,,,,,,,,,,,,36615100,,8.6,,,,
2025-08-02T16:31:31.738781,betfair_data_3,mcm,7825931011,1.67761E+12,,11:55.4,1.210613875,,,,,,,,,,,,,,,,,,,,,,,,,,,41401413,,4.7,,,,
2025-08-02T16:31:31.738781,betfair_data_3,mcm,7825931011,1.67761E+12,,11:55.4,1.210613875,,,,,,,,,,,,,,,,,,,,,,,,,,,42024531,,3.5,,,,
2025-08-02T16:31:33.808254,betfair_data_5,mcm,7825938170,1.67761E+12,,12:53.6,1.210613903,,,,,,,,,,,,,,,,,,,,,,,,,,,10508796,,11.5,,,,
2025-08-02T16:31:29.689376,betfair_data_1,mcm,7825945966,1.67761E+12,,13:53.8,1.210613862,,,,,,,,,,,,,,,,,,,,,,,,,,,27403237,,6.2,,,,
2025-08-02T16:31:29.689376,betfair_data_1,mcm,7825945966,1.67761E+12,,13:53.8,1.210613862,,,,,,,,,,,,,,,,,,,,,,,,,,,42064849,,3.1,,,,
2025-08-02T16:31:31.738781,betfair_data_3,mcm,7825962366,1.67761E+12,,15:53.1,1.210613875,,,,,,,,,,,,,,,,,,,,,,,,,,,41401413,,4.1,,,,
2025-08-02T16:31:31.738781,betfair_data_3,mcm,7825986808,1.67761E+12,,18:56.6,1.210613875,,,,,,,,,,,,,,,,,,,,,,,,,,,42024531,,4.1,,,,
2025-08-02T16:31:33.808254,betfair_data_5,mcm,7825997640,1.67761E+12,,20:34.1,1.210613903,,,,,,,,,,,,,,,,,,,,,,,,,,,36615100,,8.8,,,,
2025-08-02T16:31:33.808254,betfair_data_5,mcm,7826002966,1.67761E+12,,21:25.0,1.210613903,,,,,,,,,,,,,,,,,,,,,,,,,,,36615100,,9,,,,
2025-08-02T16:31:33.808254,betfair_data_5,mcm,7826010537,1.67761E+12,,22:45.0,1.210613903,,,,,,,,,,,,,,,,,,,,,,,,,,,36615100,,9.2,,,,
2025-08-02T16:31:29.689376,betfair_data_1,mcm,7826017047,1.67761E+12,,23:49.1,1.210613862,,,,,,,,,,,,,,,,,,,,,,,,,,,27403237,,6,,,,
2025-08-02T16:31:33.808254,betfair_data_5,mcm,7826026775,1.67761E+12,,25:20.1,1.210613903,,,,,,,,,,,,,,,,,,,,,,,,,,,54817,,2.16,,,,
2025-08-02T16:31:33.808254,betfair_data_5,mcm,7826059905,1.67761E+12,,29:56.2,1.210613903,,,,,,,,,,,,,,,,,,,,,,,,,,,10508796,,12,,,,
2025-08-02T16:31:29.689376,betfair_data_1,mcm,7826059905,1.67761E+12,,29:56.2,1.210613862,,,,,,,,,,,,,,,,,,,,,,,,,,,42124604,,2.26,,,,
2025-08-02T16:31:31.738781,betfair_data_3,mcm,7826094079,1.67761E+12,,34:50.2,1.210613875,,,,,,,,,,,,,,,,,,,,,,,,,,,41401413,,4.4,,,,
2025-08-02T16:31:31.738781,betfair_data_3,mcm,7826113590,1.67761E+12,,37:48.6,1.210613875,,,,,,,,,,,,,,,,,,,,,,,,,,,41401413,,4.8,,,,
2025-08-02T16:31:31.738781,betfair_data_3,mcm,7826138887,1.67761E+12,,41:51.4,1.210613875,,,,,,,,,,,,,,,,,,,,,,,,,,,41401413,,4.1,,,,
2025-08-02T16:31:33.808254,betfair_data_5,mcm,7826194596,1.67761E+12,,49:51.9,1.210613903,,,,,,,,,,,,,,,,,,,,,,,,,,,36615100,,8.2,,,,
2025-08-02T16:31:29.689376,betfair_data_1,mcm,7826227149,1.67761E+12,,54:55.8,1.210613862,,,,,,,,,,,,,,,,,,,,,,,,,,,27403237,,6.8,,,,
2025-08-02T16:31:31.738781,betfair_data_3,mcm,7826232886,1.67761E+12,,55:52.8,1.210613875,,,,,,,,,,,,,,,,,,,,,,,,,,,41401413,,4.2,,,,
2025-08-02T16:31:31.738781,betfair_data_3,mcm,7826305541,1.67761E+12,,05:41.1,1.210613875,,,,,,,,,,,,,,,,,,,,,,,,,,,47250123,,6.6,,,,
2025-08-02T16:31:31.738781,betfair_data_3,mcm,7826358224,1.67761E+12,,14:20.5,1.210613875,,,,,,,,,,,,,,,,,,,,,,,,,,,41401413,,4.5,,,,
2025-08-02T16:31:33.808254,betfair_data_5,mcm,7826414938,1.67761E+12,,22:29.5,1.210613903,,,,,,,,,,,,,,,,,,,,,,,,,,,54817,,2.26,,,,
2025-08-02T16:31:29.689376,betfair_data_1,mcm,7826442727,1.67761E+12,,26:42.6,1.210613862,,,,,,,,,,,,,,,,,,,,,,,,,,,27403237,,7,,,,
2025-08-02T16:31:29.689376,betfair_data_1,mcm,7826468810,1.67761E+12,,30:56.0,1.210613862,,,,,,,,,,,,,,,,,,,,,,,,,,,27403237,,6.2,,,,
2025-08-02T16:31:29.689376,betfair_data_1,mcm,7826482115,1.67761E+12,,32:46.7,1.210613862,,,,,,,,,,,,,,,,,,,,,,,,,,,27403237,,7,,,,
2025-08-02T16:31:29.689376,betfair_data_1,mcm,7826531889,1.67761E+12,,38:44.9,1.210613862,,,,,,,,,,,,,,,,,,,,,,,,,,,42064849,,3.05,,,,
2025-08-02T16:31:29.689376,betfair_data_1,mcm,7826579335,1.67761E+12,,43:56.5,1.210613862,,,,,,,,,,,,,,,,,,,,,,,,,,,27403237,,5.5,,,,
2025-08-02T16:31:29.689376,betfair_data_1,mcm,7826579335,1.67761E+12,,43:56.5,1.210613862,,,,,,,,,,,,,,,,,,,,,,,,,,,42124604,,2.24,,,,
2025-08-02T16:31:31.738781,betfair_data_3,mcm,7826587582,1.67761E+12,,44:51.0,1.210613875,,,,,,,,,,,,,,,,,,,,,,,,,,,42024531,,4.6,,,,
2025-08-02T16:31:33.808254,betfair_data_5,mcm,7826597808,1.67761E+12,,45:56.2,1.210613903,,,,,,,,,,,,,,,,,,,,,,,,,,,36615100,,8,,,,
2025-08-02T16:31:33.808254,betfair_data_5,mcm,7826608583,1.67761E+12,,46:55.8,1.210613903,,,,,,,,,,,,,,,,,,,,,,,,,,,27009338,,3.35,,,,
2025-08-02T16:31:29.689376,betfair_data_1,mcm,7826619471,1.67761E+12,,47:52.2,1.210613862,,,,,,,,,,,,,,,,,,,,,,,,,,,42124604,,2.26,,,,
2025-08-02T16:31:29.689376,betfair_data_1,mcm,7826677212,1.67761E+12,,52:54.7,1.210613862,,,,,,,,,,,,,,,,,,,,,,,,,,,27403237,,6.8,,,,
2025-08-02T16:31:33.808254,betfair_data_5,mcm,7826747139,1.67761E+12,,58:37.5,1.210613903,,,,,,,,,,,,,,,,,,,,,,,,,,,27009338,,3.3,,,,
2025-08-02T16:31:29.689376,betfair_data_1,mcm,7826826074,1.67761E+12,,04:55.2,1.210613862,,,,,,,,,,,,,,,,,,,,,,,,,,,27403237,,6,,,,
2025-08-02T16:31:29.689376,betfair_data_1,mcm,7826838265,1.67761E+12,,05:54.7,1.210613862,,,,,,,,,,,,,,,,,,,,,,,,,,,27403237,,6.6,,,,
2025-08-02T16:31:29.689376,betfair_data_1,mcm,7826838265,1.67761E+12,,05:54.7,1.210613862,,,,,,,,,,,,,,,,,,,,,,,,,,,42124604,,2.28,,,,
2025-08-02T16:31:29.689376,betfair_data_1,mcm,7826875186,1.67761E+12,,08:51.3,1.210613862,,,,,,,,,,,,,,,,,,,,,,,,,,,42124604,,2.24,,,,
2025-08-02T16:31:31.738781,betfair_data_3,mcm,7826875186,1.67761E+12,,08:51.3,1.210613875,,,,,,,,,,,,,,,,,,,,,,,,,,,41401413,,4.3,,,,
2025-08-02T16:31:33.808254,betfair_data_5,mcm,7826883608,1.67761E+12,,09:28.9,1.210613903,,,,,,,,,,,,,,,,,,,,,,,,,,,54817,,2.22,,,,
2025-08-02T16:31:31.738781,betfair_data_3,mcm,7826915867,1.67762E+12,,11:56.0,1.210613875,,,,,,,,,,,,,,,,,,,,,,,,,,,42024531,,4.1,,,,
2025-08-02T16:31:29.689376,betfair_data_1,mcm,7826928721,1.67762E+12,,12:56.3,1.210613862,,,,,,,,,,,,,,,,,,,,,,,,,,,42124604,,2.28,,,,
2025-08-02T16:31:29.689376,betfair_data_1,mcm,7826928721,1.67762E+12,,12:56.3,1.210613862,,,,,,,,,,,,,,,,,,,,,,,,,,,42064849,,2.98,,,,
2025-08-02T16:31:31.738781,betfair_data_3,mcm,7827042007,1.67762E+12,,21:46.8,1.210613875,,,,,,,,,,,,,,,,,,,,,,,,,,,41401413,,4.2,,,,
2025-08-02T16:31:32.723930,betfair_data_4,mcm,7827053999,1.67762E+12,,22:41.1,1.210613879,,,,,,,,,,,,,,,,,,,,,,,,,,,41401413,,2.04,,,,
2025-08-02T16:31:30.674197,betfair_data_2,mcm,7827081049,1.67762E+12,,24:52.8,1.210613868,,,,,,,,,,,,,,,,,,,,,,,,,,,27403237,,2.6,,,,
2025-08-02T16:31:31.738781,betfair_data_3,mcm,7827105300,1.67762E+12,,26:55.4,1.210613875,,,,,,,,,,,,,,,,,,,,,,,,,,,42024531,,4,,,,
2025-08-02T16:31:33.808254,betfair_data_5,mcm,7827158861,1.67762E+12,,30:51.3,1.210613903,,,,,,,,,,,,,,,,,,,,,,,,,,,54817,,2.14,,,,
2025-08-02T16:31:33.808254,betfair_data_5,mcm,7827169468,1.67762E+12,,31:54.1,1.210613903,,,,,,,,,,,,,,,,,,,,,,,,,,,54817,,2.16,,,,
2025-08-02T16:31:33.808254,betfair_data_5,mcm,7827224542,1.67762E+12,,37:55.0,1.210613903,,,,,,,,,,,,,,,,,,,,,,,,,,,10508796,,9.8,,,,
2025-08-02T16:31:31.738781,betfair_data_3,mcm,7827224542,1.67762E+12,,37:55.0,1.210613875,,,,,,,,,,,,,,,,,,,,,,,,,,,41401413,,4.1,,,,
2025-08-02T16:31:31.738781,betfair_data_3,mcm,7827240073,1.67762E+12,,39:38.6,1.210613875,,,,,,,,,,,,,,,,,,,,,,,,,,,41401413,,4.2,,,,
2025-08-02T16:31:31.738781,betfair_data_3,mcm,7827297058,1.67762E+12,,45:56.5,1.210613875,,,,,,,,,,,,,,,,,,,,,,,,,,,18332780,,2.78,,,,
2025-08-02T16:31:33.808254,betfair_data_5,mcm,7827297058,1.67762E+12,,45:56.5,1.210613903,,,,,,,,,,,,,,,,,,,,,,,,,,,54817,,2.2,,,,
2025-08-02T16:31:29.689376,betfair_data_1,mcm,7827297058,1.67762E+12,,45:56.5,1.210613862,,,,,,,,,,,,,,,,,,,,,,,,,,,42124604,,2.24,,,,
2025-08-02T16:31:31.738781,betfair_data_3,mcm,7827314954,1.67762E+12,,47:53.2,1.210613875,,,,,,,,,,,,,,,,,,,,,,,,,,,41401413,,4.1,,,,
2025-08-02T16:31:33.808254,betfair_data_5,mcm,7827314954,1.67762E+12,,47:53.2,1.210613903,,,,,,,,,,,,,,,,,,,,,,,,,,,10508796,,9.6,,,,
2025-08-02T16:31:31.738781,betfair_data_3,mcm,7827342856,1.67762E+12,,50:50.3,1.210613875,,,,,,,,,,,,,,,,,,,,,,,,,,,42024531,,3.75,,,,
2025-08-02T16:31:31.738781,betfair_data_3,mcm,7827342856,1.67762E+12,,50:50.3,1.210613875,,,,,,,,,,,,,,,,,,,,,,,,,,,18332780,,2.76,,,,
2025-08-02T16:31:33.808254,betfair_data_5,mcm,7827491549,1.67762E+12,,02:55.9,1.210613903,,,,,,,,,,,,,,,,,,,,,,,,,,,36615100,,6.6,,,,
2025-08-02T16:31:33.808254,betfair_data_5,mcm,7827491549,1.67762E+12,,02:55.9,1.210613903,,,,,,,,,,,,,,,,,,,,,,,,,,,54817,,2.22,,,,
2025-08-02T16:31:31.738781,betfair_data_3,mcm,7827491549,1.67762E+12,,02:55.9,1.210613875,,,,,,,,,,,,,,,,,,,,,,,,,,,18332780,,2.82,,,,
2025-08-02T16:31:33.808254,betfair_data_5,mcm,7827524872,1.67762E+12,,05:53.2,1.210613903,,,,,,,,,,,,,,,,,,,,,,,,,,,36615100,,6.8,,,,
2025-08-02T16:31:33.808254,betfair_data_5,mcm,7827537093,1.67762E+12,,06:56.3,1.210613903,,,,,,,,,,,,,,,,,,,,,,,,,,,36615100,,7.2,,,,
2025-08-02T16:31:29.689376,betfair_data_1,mcm,7827537093,1.67762E+12,,06:56.3,1.210613862,,,,,,,,,,,,,,,,,,,,,,,,,,,27403237,,7,,,,
2025-08-02T16:31:31.738781,betfair_data_3,mcm,7827548413,1.67762E+12,,07:56.6,1.210613875,,,,,,,,,,,,,,,,,,,,,,,,,,,47250123,,6.2,,,,
2025-08-02T16:31:31.738781,betfair_data_3,mcm,7827548413,1.67762E+12,,07:56.6,1.210613875,,,,,,,,,,,,,,,,,,,,,,,,,,,18332780,,2.76,,,,
2025-08-02T16:31:33.808254,betfair_data_5,mcm,7827594057,1.67762E+12,,11:55.5,1.210613903,,,,,,,,,,,,,,,,,,,,,,,,,,,36615100,,7,,,,
2025-08-02T16:31:29.689376,betfair_data_1,mcm,7827629351,1.67762E+12,,14:56.3,1.210613862,,,,,,,,,,,,,,,,,,,,,,,,,,,42124604,,2.3,,,,
2025-08-02T16:31:31.738781,betfair_data_3,mcm,7827652082,1.67762E+12,,16:50.3,1.210613875,,,,,,,,,,,,,,,,,,,,,,,,,,,42024531,,3.9,,,,
2025-08-02T16:31:31.738781,betfair_data_3,mcm,7827754359,1.67762E+12,,26:55.8,1.210613875,,,,,,,,,,,,,,,,,,,,,,,,,,,42024531,,3.75,,,,
2025-08-02T16:31:31.738781,betfair_data_3,mcm,7827754359,1.67762E+12,,26:55.8,1.210613875,,,,,,,,,,,,,,,,,,,,,,,,,,,41401413,,4,,,,
2025-08-02T16:31:29.689376,betfair_data_1,mcm,7827754359,1.67762E+12,,26:55.8,1.210613862,,,,,,,,,,,,,,,,,,,,,,,,,,,27403237,,6.6,,,,
2025-08-02T16:31:32.723930,betfair_data_4,mcm,7827782462,1.67762E+12,,29:54.5,1.210613879,,,,,,,,,,,,,,,,,,,,,,,,,,,18332780,,1.5,,,,
2025-08-02T16:31:29.689376,betfair_data_1,mcm,7827782462,1.67762E+12,,29:54.5,1.210613862,,,,,,,,,,,,,,,,,,,,,,,,,,,35856039,,9,,,,
2025-08-02T16:31:31.738781,betfair_data_3,mcm,7827792405,1.67762E+12,,30:56.5,1.210613875,,,,,,,,,,,,,,,,,,,,,,,,,,,41401413,,4.1,,,,
2025-08-02T16:31:31.738781,betfair_data_3,mcm,7827809514,1.67762E+12,,32:54.9,1.210613875,,,,,,,,,,,,,,,,,,,,,,,,,,,47250123,,7.4,,,,
2025-08-02T16:31:31.738781,betfair_data_3,mcm,7827817299,1.67762E+12,,33:52.9,1.210613875,,,,,,,,,,,,,,,,,,,,,,,,,,,41401413,,4,,,,
2025-08-02T16:31:32.723930,betfair_data_4,mcm,7827824435,1.67762E+12,,34:45.7,1.210613879,,,,,,,,,,,,,,,,,,,,,,,,,,,18332780,,1.61,,,,
2025-08-02T16:31:31.738781,betfair_data_3,mcm,7827839475,1.67762E+12,,36:55.6,1.210613875,,,,,,,,,,,,,,,,,,,,,,,,,,,18332780,,2.82,,,,
2025-08-02T16:31:29.689376,betfair_data_1,mcm,7827846200,1.67762E+12,,37:56.5,1.210613862,,,,,,,,,,,,,,,,,,,,,,,,,,,42124604,,2.54,,,,
2025-08-02T16:31:33.808254,betfair_data_5,mcm,7827851925,1.67762E+12,,38:47.6,1.210613903,,,,,,,,,,,,,,,,,,,,,,,,,,,54817,,2.26,,,,
2025-08-02T16:31:29.689376,betfair_data_1,mcm,7827851925,1.67762E+12,,38:47.6,1.210613862,,,,,,,,,,,,,,,,,,,,,,,,,,,42064849,,2.9,,,,
2025-08-02T16:31:29.689376,betfair_data_1,mcm,7827868834,1.67762E+12,,41:43.8,1.210613862,,,,,,,,,,,,,,,,,,,,,,,,,,,27403237,,7,,,,
2025-08-02T16:31:33.808254,betfair_data_5,mcm,7827868834,1.67762E+12,,41:43.8,1.210613903,,,,,,,,,,,,,,,,,,,,,,,,,,,23710422,,17.5,,,,
2025-08-02T16:31:31.738781,betfair_data_3,mcm,7827889177,1.67762E+12,,45:56.2,1.210613875,,,,,,,,,,,,,,,,,,,,,,,,,,,18332780,,2.78,,,,
2025-08-02T16:31:29.689376,betfair_data_1,mcm,7827898635,1.67762E+12,,47:56.6,1.210613862,,,,,,,,,,,,,,,,,,,,,,,,,,,27403237,,6.8,,,,
2025-08-02T16:31:31.738781,betfair_data_3,mcm,7827902731,1.67762E+12,,48:54.5,1.210613875,,,,,,,,,,,,,,,,,,,,,,,,,,,41401413,,4.2,,,,
2025-08-02T16:31:33.808254,betfair_data_5,mcm,7827908756,1.67762E+12,,50:46.5,1.210613903,,,,,,,,,,,,,,,,,,,,,,,,,,,54817,,2.32,,,,
2025-08-02T16:31:33.808254,betfair_data_5,mcm,7827911106,1.67762E+12,,51:31.5,1.210613903,,,,,,,,,,,,,,,,,,,,,,,,,,,23710422,,18,,,,
2025-08-02T16:31:33.808254,betfair_data_5,mcm,7827926516,1.67762E+12,,55:48.1,1.210613903,,,,,,,,,,,,,,,,,,,,,,,,,,,36615100,,6.8,,,,
