Date,Symbol,TradeType,Price,Profit,Balance
2021-04-26,MSFT,Long Exit,261.549988,19.199981999999977,9975.72144000003
2021-04-27,A,Long Entry,136.479996,0.0,9975.72144000003
2021-04-29,A,Long Exit,134.149994,-2.3300020000000075,9973.39143800003
2021-04-30,MSFT,Short Entry,252.179993,0.0,9973.39143800003
2021-05-27,MSFT,Short Exit,249.309998,2.8699949999999887,9976.261433000029
2021-05-28,A,Long Entry,138.130005,0.0,9976.261433000029
2021-06-04,A,Long Exit,137.899994,-0.23001100000001884,9976.03142200003
2021-06-05,MSFT,Long Entry,250.789993,0.0,9976.03142200003
2021-06-07,MSFT,Long Exit,253.809998,3.0200049999999976,9979.05142700003
2021-06-08,A,Long Entry,138.75,0.0,9979.05142700003
2021-06-10,A,Long Exit,143.059998,4.309998000000007,9983.36142500003
2021-06-11,MSFT,Long Entry,257.890015,0.0,9983.36142500003
2021-07-19,MSFT,Long Exit,277.01001,19.119995000000017,10002.48142000003
2021-07-20,MSFT,Long Entry,279.320007,0.0,10002.48142000003
2021-07-30,MSFT,Long Exit,284.910004,5.589997000000039,10008.071417000028
2021-07-31,A,Long Entry,153.229996,0.0,10008.071417000028
2021-08-02,A,Long Exit,153.070007,-0.15998899999999594,10007.911428000029
2021-08-03,MSFT,Long Entry,287.119995,0.0,10007.911428000029
2021-08-04,MSFT,Long Exit,286.51001,-0.6099849999999947,10007.30144300003
2021-08-05,A,Long Entry,155.039993,0.0,10007.30144300003
2021-08-13,A,Long Exit,159.229996,4.19000299999999,10011.49144600003
2021-08-14,MSFT,Long Entry,292.850006,0.0,10011.49144600003
2021-08-17,MSFT,Long Exit,293.079987,0.22998100000000932,10011.72142700003
2021-08-18,A,Long Entry,163.020004,0.0,10011.72142700003
2021-08-20,A,Long Exit,168.130005,5.110001000000011,10016.83142800003
2021-08-21,MSFT,Long Entry,304.359985,0.0,10016.83142800003
2021-08-25,MSFT,Long Exit,302.01001,-2.349974999999972,10014.481453000031
2021-08-26,A,Long Entry,173.589996,0.0,10014.481453000031
2021-09-10,A,Long Exit,177.229996,3.6399999999999864,10018.12145300003
2021-09-11,MSFT,Short Entry,295.709991,0.0,10018.12145300003
2021-09-14,MSFT,Short Exit,299.790009,-4.0800179999999955,10014.04143500003
2021-09-15,MSFT,Long Entry,304.820007,0.0,10014.04143500003
2021-09-16,MSFT,Long Exit,305.220001,0.39999400000004925,10014.44142900003
2021-09-17,A,Short Entry,173.940002,0.0,10014.44142900003
2021-09-28,A,Short Exit,159.899994,14.040008,10028.48143700003
2021-09-29,MSFT,Short Entry,284.0,0.0,10028.48143700003
2021-10-01,MSFT,Short Exit,289.100006,-5.100006000000008,10023.381431000029
2021-10-02,A,Short Entry,155.990005,0.0,10023.381431000029
2021-10-13,A,Short Exit,150.220001,5.770004,10029.151435000029
2021-10-14,MSFT,Long Entry,302.75,0.0,10029.151435000029
2021-11-19,MSFT,Long Exit,343.109985,40.359984999999995,10069.511420000028
2021-11-20,A,Long Entry,164.300003,0.0,10069.511420000028
2021-11-22,A,Long Exit,162.779999,-1.5200040000000001,10067.991416000028
2021-11-23,A,Short Entry,154.779999,0.0,10067.991416000028
2021-11-24,A,Short Exit,152.970001,1.8099980000000073,10069.801414000029
2021-11-25,A,Short Entry,152.970001,0.0,10069.801414000029
2021-12-02,A,Short Exit,150.990005,1.9799959999999999,10071.781410000029
2021-12-03,MSFT,Short Entry,323.01001,0.0,10071.781410000029
2021-12-08,MSFT,Short Exit,334.970001,-11.959991000000002,10059.821419000029
2021-12-09,MSFT,Short Entry,333.100006,0.0,10059.821419000029
2021-12-13,MSFT,Short Exit,339.399994,-6.299987999999985,10053.521431000028
2021-12-14,MSFT,Short Entry,328.339996,0.0,10053.521431000028
2021-12-15,MSFT,Short Exit,334.649994,-6.309998000000007,10047.211433000028
2021-12-16,MSFT,Short Entry,324.899994,0.0,10047.211433000028
2021-12-17,MSFT,Short Exit,323.799988,1.1000060000000076,10048.311439000028
2021-12-18,A,Long Entry,151.419998,0.0,10048.311439000028
2021-12-20,A,Long Exit,150.419998,-1.0,10047.311439000028
2021-12-21,MSFT,Short Entry,327.290009,0.0,10047.311439000028
2021-12-23,MSFT,Short Exit,334.690002,-7.399992999999995,10039.911446000027
2021-12-24,MSFT,Short Entry,334.690002,0.0,10039.911446000027
2022-01-04,MSFT,Short Exit,329.01001,5.67999199999997,10045.591438000027
2022-01-05,MSFT,Short Entry,316.380005,0.0,10045.591438000027
2022-01-27,MSFT,Short Exit,299.839996,16.540008999999998,10062.131447000027
2022-01-28,A,Short Entry,137.059998,0.0,10062.131447000027
2022-02-01,A,Short Exit,141.029999,-3.9700009999999963,10058.161446000027
2022-02-02,MSFT,Long Entry,313.459991,0.0,10058.161446000027
2022-02-03,MSFT,Long Exit,301.25,-12.209991000000002,10045.951455000028
2022-02-04,MSFT,Long Entry,305.940002,0.0,10045.951455000028
2022-02-10,MSFT,Long Exit,302.380005,-3.55999700000001,10042.391458000027
2022-02-11,MSFT,Short Entry,295.040009,0.0,10042.391458000027
2022-02-17,MSFT,Short Exit,290.730011,4.309998000000007,10046.701456000028
2022-02-18,MSFT,Short Entry,287.929993,0.0,10046.701456000028
2022-02-24,MSFT,Short Exit,294.589996,-6.660002999999961,10040.041453000027
2022-02-25,A,Short Entry,133.729996,0.0,10040.041453000027
2022-03-01,A,Short Exit,131.929993,1.8000030000000038,10041.841456000027
2022-03-02,A,Short Entry,133.160004,0.0,10041.841456000027
2022-03-04,A,Short Exit,133.889999,-0.7299950000000024,10041.111461000028
2022-03-05,MSFT,Long Entry,289.859985,0.0,10041.111461000028
2022-04-06,MSFT,Long Exit,299.5,9.640015000000005,10050.751476000029
2022-04-07,MSFT,Short Entry,301.369995,0.0,10050.751476000029
2022-04-25,MSFT,Short Exit,280.720001,20.649993999999992,10071.401470000028
2022-04-26,MSFT,Short Entry,270.220001,0.0,10071.401470000028
2022-04-27,MSFT,Short Exit,283.220001,-13.0,10058.401470000028
2022-04-28,MSFT,Long Entry,289.630005,0.0,10058.401470000028
2022-04-29,MSFT,Long Exit,277.519989,-12.110015999999973,10046.291454000027
2022-04-30,A,Short Entry,119.269997,0.0,10046.291454000027
2022-05-04,A,Short Exit,126.300003,-7.030006,10039.261448000027
2022-05-05,MSFT,Short Entry,277.350006,0.0,10039.261448000027
2022-05-10,MSFT,Short Exit,269.5,7.850006000000008,10047.111454000027
2022-05-11,MSFT,Short Entry,260.549988,0.0,10047.111454000027
2022-05-23,MSFT,Short Exit,260.649994,-0.10000600000000759,10047.011448000027
2022-05-24,MSFT,Short Entry,259.619995,0.0,10047.011448000027
2022-05-25,MSFT,Short Exit,262.519989,-2.8999939999999924,10044.111454000027
2022-05-26,MSFT,Long Entry,265.899994,0.0,10044.111454000027
2022-07-08,MSFT,Long Exit,267.660004,1.7600100000000225,10045.871464000027
2022-07-09,A,Long Entry,122.510002,0.0,10045.871464000027
2022-07-12,A,Long Exit,119.239998,-3.270004,10042.601460000027
2022-07-13,MSFT,Short Entry,252.720001,0.0,10042.601460000027
2022-07-14,MSFT,Short Exit,254.080002,-1.3600010000000111,10041.241459000026
2022-07-15,MSFT,Short Entry,256.720001,0.0,10041.241459000026
2022-07-21,MSFT,Short Exit,264.839996,-8.11999499999996,10033.121464000027
2022-07-22,MSFT,Short Entry,260.359985,0.0,10033.121464000027
2022-07-26,MSFT,Short Exit,251.899994,8.459991000000002,10041.581455000027
2022-07-27,MSFT,Long Entry,268.73999,0.0,10041.581455000027
2022-08-19,MSFT,Long Exit,286.149994,17.410004000000015,10058.991459000026
2022-08-20,A,Long Entry,137.619995,0.0,10058.991459000026
2022-08-22,A,Long Exit,133.940002,-3.679992999999996,10055.311466000026
2022-08-23,MSFT,Short Entry,276.440002,0.0,10055.311466000026
2022-09-09,MSFT,Short Exit,264.459991,11.98001099999999,10067.291477000026
2022-09-10,A,Long Entry,137.630005,0.0,10067.291477000026
2022-09-13,A,Long Exit,133.539993,-4.0900120000000015,10063.201465000026
2022-09-14,MSFT,Short Entry,252.220001,0.0,10063.201465000026
2022-09-29,MSFT,Short Exit,237.5,14.720000999999996,10077.921466000025
2022-09-30,MSFT,Short Entry,232.899994,0.0,10077.921466000025
2022-10-03,MSFT,Short Exit,240.740005,-7.840011000000004,10070.081455000025
2022-10-04,MSFT,Long Entry,248.880005,0.0,10070.081455000025
2022-10-06,MSFT,Long Exit,246.789993,-2.0900120000000015,10067.991443000024
2022-10-07,A,Long Entry,127.440002,0.0,10067.991443000024
2022-10-10,A,Long Exit,125.949997,-1.4900050000000107,10066.501438000025
2022-10-11,MSFT,Short Entry,225.410004,0.0,10066.501438000025
2022-10-13,MSFT,Short Exit,234.240005,-8.83000100000001,10057.671437000025
2022-10-14,MSFT,Short Entry,228.559998,0.0,10057.671437000025
2022-10-17,MSFT,Short Exit,237.529999,-8.970000999999996,10048.701436000025
2022-10-18,MSFT,Short Entry,238.5,0.0,10048.701436000025
2022-10-26,MSFT,Short Exit,231.320007,7.179992999999996,10055.881429000025
2022-10-27,A,Long Entry,136.490005,0.0,10055.881429000025
2022-11-01,A,Long Exit,140.889999,4.399993999999992,10060.281423000024
2022-11-02,MSFT,Short Entry,220.100006,0.0,10060.281423000024
2022-11-22,MSFT,Short Exit,245.029999,-24.929992999999996,10035.351430000024
2022-11-23,MSFT,Long Entry,247.580002,0.0,10035.351430000024
2022-11-24,MSFT,Long Exit,247.580002,0.0,10035.351430000024
2022-11-25,A,Long Entry,156.960007,0.0,10035.351430000024
2022-11-30,A,Long Exit,154.979996,-1.9800109999999904,10033.371419000025
2022-12-01,MSFT,Long Entry,254.690002,0.0,10033.371419000025
2022-12-06,MSFT,Long Exit,245.119995,-9.570007000000004,10023.801412000024
2022-12-07,MSFT,Short Entry,244.369995,0.0,10023.801412000024
2022-12-08,MSFT,Short Exit,247.399994,-3.0299990000000037,10020.771413000024
2022-12-09,A,Short Entry,152.949997,0.0,10020.771413000024
2022-12-12,A,Short Exit,155.330002,-2.3800050000000113,10018.391408000023
2022-12-13,MSFT,Long Entry,256.920013,0.0,10018.391408000023
2022-12-20,MSFT,Long Exit,241.800003,-15.12000999999998,10003.271398000023
2022-12-21,A,Short Entry,150.089996,0.0,10003.271398000023
2022-12-22,A,Short Exit,149.009995,1.08000100000001,10004.351399000023
2022-12-23,MSFT,Short Entry,238.729996,0.0,10004.351399000023
2023-01-02,MSFT,Short Exit,239.820007,-1.090011000000004,10003.261388000023
2023-01-03,MSFT,Short Entry,239.580002,0.0,10003.261388000023
2023-01-11,MSFT,Short Exit,235.770004,3.8099980000000073,10007.071386000023
2023-01-12,A,Long Entry,156.490005,0.0,10007.071386000023
2023-01-18,A,Long Exit,154.070007,-2.4199979999999925,10004.651388000024
2023-01-19,MSFT,Long Entry,231.929993,0.0,10004.651388000024
2023-01-30,MSFT,Long Exit,242.710007,10.780013999999994,10015.431402000024
2023-01-31,MSFT,Long Entry,247.809998,0.0,10015.431402000024
2023-02-16,MSFT,Long Exit,262.149994,14.339995999999985,10029.771398000024
2023-02-17,A,Short Entry,148.259995,0.0,10029.771398000024
2023-02-21,A,Short Exit,143.419998,4.839997000000011,10034.611395000024
2023-02-22,MSFT,Short Entry,251.509995,0.0,10034.611395000024
2023-02-23,MSFT,Short Exit,254.770004,-3.2600089999999966,10031.351386000024
2023-02-24,MSFT,Short Entry,249.220001,0.0,10031.351386000024
2023-03-03,MSFT,Short Exit,255.289993,-6.069992000000013,10025.281394000023
2023-03-04,A,Short Entry,143.929993,0.0,10025.281394000023
2023-03-08,A,Short Exit,140.899994,3.0299990000000037,10028.311393000024
2023-03-09,A,Short Entry,138.929993,0.0,10028.311393000024
2023-03-14,A,Short Exit,138.399994,0.5299990000000037,10028.841392000024
2023-03-15,MSFT,Long Entry,265.440002,0.0,10028.841392000024
2023-04-12,MSFT,Long Exit,283.48999,18.049987999999985,10046.891380000025
2023-04-13,A,Long Entry,141.279999,0.0,10046.891380000025
2023-04-14,A,Long Exit,139.199997,-2.0800020000000075,10044.811378000024
2023-04-15,MSFT,Short Entry,286.140015,0.0,10044.811378000024
2023-04-17,MSFT,Short Exit,288.799988,-2.6599729999999795,10042.151405000024
2023-04-18,MSFT,Long Entry,288.369995,0.0,10042.151405000024
2023-04-25,MSFT,Long Exit,275.420013,-12.949982000000034,10029.201423000024
2023-04-26,MSFT,Long Entry,295.369995,0.0,10029.201423000024
2023-05-11,MSFT,Long Exit,310.109985,14.739989999999977,10043.941413000024
2023-05-12,A,Short Entry,127.489998,0.0,10043.941413000024
2023-05-17,A,Short Exit,127.769997,-0.27999900000000366,10043.661414000024
2023-05-18,MSFT,Long Entry,318.519989,0.0,10043.661414000024
2023-05-24,MSFT,Long Exit,313.850006,-4.669983000000002,10038.991431000024
2023-05-25,MSFT,Long Entry,325.920013,0.0,10038.991431000024
2023-06-08,MSFT,Long Exit,325.26001,-0.6600029999999606,10038.331428000023
2023-06-09,MSFT,Short Entry,326.790009,0.0,10038.331428000023
2023-06-12,MSFT,Short Exit,331.850006,-5.05999700000001,10033.271431000023
2023-06-13,MSFT,Long Entry,334.290009,0.0,10033.271431000023
2023-06-27,MSFT,Long Exit,334.570007,0.27999799999997776,10033.551429000023
2023-06-28,A,Short Entry,116.370003,0.0,10033.551429000023
2023-06-29,A,Short Exit,118.050003,-1.6800000000000068,10031.871429000023
2023-06-30,MSFT,Short Entry,340.540009,0.0,10031.871429000023
2023-07-04,MSFT,Short Exit,337.98999,2.5500190000000202,10034.421448000023
2023-07-05,MSFT,Long Entry,338.149994,0.0,10034.421448000023
2023-07-07,MSFT,Long Exit,337.220001,-0.9299929999999677,10033.491455000023
2023-07-08,A,Short Entry,117.0,0.0,10033.491455000023
2023-07-10,A,Short Exit,118.360001,-1.360000999999997,10032.131454000024
2023-07-11,MSFT,Short Entry,332.470001,0.0,10032.131454000024
2023-07-12,MSFT,Short Exit,337.200012,-4.73001099999999,10027.401443000024
2023-07-13,MSFT,Long Entry,342.660004,0.0,10027.401443000024
2023-07-20,MSFT,Long Exit,346.869995,4.209991000000002,10031.611434000024
2023-07-21,A,Long Entry,127.620003,0.0,10031.611434000024
2023-07-24,A,Long Exit,127.720001,0.09999799999999937,10031.711432000024
2023-07-25,MSFT,Long Entry,350.980011,0.0,10031.711432000024
2023-07-26,MSFT,Long Exit,337.769989,-13.21002199999998,10018.501410000024
2023-07-27,MSFT,Short Entry,330.720001,0.0,10018.501410000024
2023-08-22,MSFT,Short Exit,322.459991,8.260010000000023,10026.761420000024
2023-08-23,A,Short Entry,119.129997,0.0,10026.761420000024
2023-08-29,A,Short Exit,122.019997,-2.8900000000000006,10023.871420000025
2023-08-30,MSFT,Long Entry,328.790009,0.0,10023.871420000025
2023-09-12,MSFT,Long Exit,331.769989,2.979980000000012,10026.851400000025
2023-09-13,A,Short Entry,113.43,0.0,10026.851400000025
2023-09-14,A,Short Exit,114.879997,-1.4499969999999962,10025.401403000025
2023-09-15,A,Short Entry,115.910004,0.0,10025.401403000025
2023-09-20,A,Short Exit,112.470001,3.4400030000000044,10028.841406000025
2023-09-21,MSFT,Short Entry,319.529999,0.0,10028.841406000025
2023-10-05,MSFT,Short Exit,319.359985,0.17001399999998057,10029.011420000024
2023-10-06,MSFT,Long Entry,327.26001,0.0,10029.011420000024
2023-10-20,MSFT,Long Exit,326.670013,-0.5899970000000394,10028.421423000025
2023-10-21,A,Short Entry,109.230003,0.0,10028.421423000025
2023-11-01,A,Short Exit,102.860001,6.3700019999999995,10034.791425000025
2023-11-02,MSFT,Long Entry,348.320007,0.0,10034.791425000025
2023-11-21,MSFT,Long Exit,373.070007,24.75,10059.541425000025
2023-11-22,MSFT,Long Entry,377.850006,0.0,10059.541425000025
2023-11-24,MSFT,Long Exit,377.429993,-0.4200129999999831,10059.121412000024
2023-11-25,A,Long Entry,126.620003,0.0,10059.121412000024
2023-12-06,A,Long Exit,128.910004,2.2900009999999895,10061.411413000023
2023-12-07,MSFT,Short Entry,370.950012,0.0,10061.411413000023
2023-12-13,MSFT,Short Exit,374.369995,-3.419983000000002,10057.991430000024
2023-12-14,MSFT,Short Entry,365.929993,0.0,10057.991430000024
2023-12-15,MSFT,Short Exit,370.730011,-4.800017999999966,10053.191412000024
2023-12-16,A,Long Entry,136.779999,0.0,10053.191412000024
2023-12-28,A,Long Exit,139.770004,2.9900049999999965,10056.181417000023
2023-12-29,MSFT,Long Entry,376.040009,0.0,10056.181417000023
2024-01-03,MSFT,Long Exit,370.600006,-5.44000299999999,10050.741414000024
2024-01-04,A,Short Entry,131.0,0.0,10050.741414000024
2024-01-12,A,Short Exit,130.539993,0.4600069999999903,10051.201421000023
2024-01-13,MSFT,Long Entry,388.470001,0.0,10051.201421000023
2024-02-13,MSFT,Long Exit,406.320007,17.85000599999995,10069.051427000024
2024-02-14,MSFT,Long Entry,409.48999,0.0,10069.051427000024
2024-02-19,MSFT,Long Exit,404.059998,-5.42999199999997,10063.621435000025
2024-02-20,MSFT,Short Entry,402.790009,0.0,10063.621435000025
2024-02-27,MSFT,Short Exit,407.480011,-4.690001999999993,10058.931433000025
2024-02-28,A,Long Entry,137.009995,0.0,10058.931433000025
2024-02-29,A,Long Exit,137.360001,0.3500060000000076,10059.281439000026
2024-03-01,MSFT,Long Entry,415.5,0.0,10059.281439000026
2024-03-05,MSFT,Long Exit,402.649994,-12.850006000000008,10046.431433000025
2024-03-06,A,Long Entry,146.220001,0.0,10046.431433000025
2024-03-14,A,Long Exit,145.210007,-1.009994000000006,10045.421439000025
2024-03-15,A,Long Entry,147.479996,0.0,10045.421439000025
2024-03-19,A,Long Exit,147.389999,-0.08999700000001098,10045.331442000026
2024-03-20,MSFT,Long Entry,425.230011,0.0,10045.331442000026
2024-04-02,MSFT,Long Exit,421.440002,-3.7900089999999977,10041.541433000026
2024-04-03,MSFT,Short Entry,420.450012,0.0,10041.541433000026
2024-04-05,MSFT,Short Exit,425.519989,-5.069976999999994,10036.471456000027
2024-04-06,A,Short Entry,144.119995,0.0,10036.471456000027
2024-04-08,A,Short Exit,144.460007,-0.34001200000000154,10036.131444000026
2024-04-09,MSFT,Long Entry,426.279999,0.0,10036.131444000026
2024-04-10,MSFT,Long Exit,423.26001,-3.0199889999999527,10033.111455000026
2024-04-11,MSFT,Long Entry,427.929993,0.0,10033.111455000026
2024-04-12,MSFT,Long Exit,421.899994,-6.029999000000032,10027.081456000025
2024-04-13,A,Short Entry,140.729996,0.0,10027.081456000025
2024-04-15,A,Short Exit,140.220001,0.5099950000000035,10027.591451000026
2024-04-16,A,Short Entry,136.800003,0.0,10027.591451000026
2024-04-18,A,Short Exit,132.440002,4.360001000000011,10031.951452000027
2024-04-19,MSFT,Short Entry,399.119995,0.0,10031.951452000027
2024-05-07,MSFT,Short Exit,409.339996,-10.220000999999968,10021.731451000027
2024-05-08,A,Long Entry,142.800003,0.0,10021.731451000027
2024-05-09,A,Long Exit,145.139999,2.339995999999985,10024.071447000028
2024-05-10,A,Long Entry,149.759995,0.0,10024.071447000028
2024-05-13,A,Long Exit,147.759995,-2.0,10022.071447000028
2024-05-14,MSFT,Long Entry,416.559998,0.0,10022.071447000028
2024-05-17,MSFT,Long Exit,420.209991,3.649992999999995,10025.721440000027
2024-05-18,A,Long Entry,154.229996,0.0,10025.721440000027
2024-05-21,A,Long Exit,153.669998,-0.5599980000000073,10025.161442000026
2024-05-22,MSFT,Long Entry,430.519989,0.0,10025.161442000026
2024-05-29,MSFT,Long Exit,429.170013,-1.3499760000000265,10023.811466000026
2024-05-30,A,Short Entry,131.419998,0.0,10023.811466000026
