le, lx, se, sx, bw, bsdd, bsdu, total_profit
3, 1, 4, 1, 25, 1.50, 1.00, 9950.76
3, 1, 4, 1, 25, 1.50, 1.50, 9950.76
3, 1, 4, 2, 15, 1.00, 1.00, 9956.95
3, 1, 4, 2, 15, 1.00, 1.50, 9956.95
3, 1, 4, 2, 15, 1.50, 1.00, 9956.95
3, 1, 4, 2, 15, 1.50, 1.50, 9956.95
3, 1, 4, 2, 16, 1.00, 1.00, 9956.95
3, 1, 4, 2, 16, 1.00, 1.50, 9956.95
3, 1, 4, 2, 16, 1.50, 1.00, 9956.95
3, 1, 4, 2, 16, 1.50, 1.50, 9956.95
3, 1, 4, 2, 17, 1.00, 1.00, 9956.29
3, 1, 4, 2, 17, 1.00, 1.50, 9956.29
3, 1, 4, 2, 17, 1.50, 1.00, 9956.29
3, 1, 4, 2, 17, 1.50, 1.50, 9956.29
3, 1, 4, 2, 18, 1.00, 1.00, 9957.40
3, 1, 4, 2, 18, 1.00, 1.50, 9957.40
3, 1, 4, 2, 18, 1.50, 1.00, 9957.40
3, 1, 4, 2, 18, 1.50, 1.50, 9957.40
3, 1, 4, 2, 19, 1.00, 1.00, 9957.40
3, 1, 4, 2, 19, 1.00, 1.50, 9957.40
3, 1, 4, 2, 19, 1.50, 1.00, 9957.40
3, 1, 4, 2, 19, 1.50, 1.50, 9957.40
3, 1, 4, 2, 20, 1.00, 1.00, 9960.25
3, 1, 4, 2, 20, 1.00, 1.50, 9960.25
3, 1, 4, 2, 20, 1.50, 1.00, 9957.40
3, 1, 4, 2, 20, 1.50, 1.50, 9957.40
3, 1, 4, 2, 21, 1.00, 1.00, 9962.61
3, 1, 4, 2, 21, 1.00, 1.50, 9962.61
3, 1, 4, 2, 21, 1.50, 1.00, 9957.40
3, 1, 4, 2, 21, 1.50, 1.50, 9957.40
3, 1, 4, 2, 22, 1.00, 1.00, 9962.61
3, 1, 4, 2, 22, 1.00, 1.50, 9962.61
3, 1, 4, 2, 22, 1.50, 1.00, 9957.40
3, 1, 4, 2, 22, 1.50, 1.50, 9957.40
3, 1, 4, 2, 23, 1.00, 1.00, 9959.61
3, 1, 4, 2, 23, 1.00, 1.50, 9959.61
3, 1, 4, 2, 23, 1.50, 1.00, 9957.40
3, 1, 4, 2, 23, 1.50, 1.50, 9957.40
3, 1, 4, 2, 24, 1.00, 1.00, 9959.61
3, 1, 4, 2, 24, 1.00, 1.50, 9959.61
3, 1, 4, 2, 24, 1.50, 1.00, 9957.40
3, 1, 4, 2, 24, 1.50, 1.50, 9957.40
3, 1, 4, 2, 25, 1.00, 1.00, 9959.98
3, 1, 4, 2, 25, 1.00, 1.50, 9959.98
3, 1, 4, 2, 25, 1.50, 1.00, 9957.40
3, 1, 4, 2, 25, 1.50, 1.50, 9957.40
3, 1, 5, 1, 15, 1.00, 1.00, 9965.51
3, 1, 5, 1, 15, 1.00, 1.50, 9965.51
3, 1, 5, 1, 15, 1.50, 1.00, 9965.51
3, 1, 5, 1, 15, 1.50, 1.50, 9965.51
3, 1, 5, 1, 16, 1.00, 1.00, 9965.51
3, 1, 5, 1, 16, 1.00, 1.50, 9965.51
3, 1, 5, 1, 16, 1.50, 1.00, 9965.51
3, 1, 5, 1, 16, 1.50, 1.50, 9965.51
3, 1, 5, 1, 17, 1.00, 1.00, 9964.85
3, 1, 5, 1, 17, 1.00, 1.50, 9964.85
3, 1, 5, 1, 17, 1.50, 1.00, 9964.85
3, 1, 5, 1, 17, 1.50, 1.50, 9964.85
3, 1, 5, 1, 18, 1.00, 1.00, 9965.96
3, 1, 5, 1, 18, 1.00, 1.50, 9965.96
3, 1, 5, 1, 18, 1.50, 1.00, 9965.96
3, 1, 5, 1, 18, 1.50, 1.50, 9965.96
3, 1, 5, 1, 19, 1.00, 1.00, 9965.96
3, 1, 5, 1, 19, 1.00, 1.50, 9965.96
3, 1, 5, 1, 19, 1.50, 1.00, 9965.96
3, 1, 5, 1, 19, 1.50, 1.50, 9965.96
3, 1, 5, 1, 20, 1.00, 1.00, 9968.81
3, 1, 5, 1, 20, 1.00, 1.50, 9968.81
3, 1, 5, 1, 20, 1.50, 1.00, 9965.96
3, 1, 5, 1, 20, 1.50, 1.50, 9965.96
3, 1, 5, 1, 21, 1.00, 1.00, 9971.17
3, 1, 5, 1, 21, 1.00, 1.50, 9971.17
3, 1, 5, 1, 21, 1.50, 1.00, 9965.96
3, 1, 5, 1, 21, 1.50, 1.50, 9965.96
3, 1, 5, 1, 22, 1.00, 1.00, 9971.17
3, 1, 5, 1, 22, 1.00, 1.50, 9971.17
3, 1, 5, 1, 22, 1.50, 1.00, 9965.96
3, 1, 5, 1, 22, 1.50, 1.50, 9965.96
3, 1, 5, 1, 23, 1.00, 1.00, 9968.17
3, 1, 5, 1, 23, 1.00, 1.50, 9968.17
3, 1, 5, 1, 23, 1.50, 1.00, 9965.96
3, 1, 5, 1, 23, 1.50, 1.50, 9965.96
3, 1, 5, 1, 24, 1.00, 1.00, 9968.17
3, 1, 5, 1, 24, 1.00, 1.50, 9968.17
3, 1, 5, 1, 24, 1.50, 1.00, 9965.96
3, 1, 5, 1, 24, 1.50, 1.50, 9965.96
3, 1, 5, 1, 25, 1.00, 1.00, 9968.54
3, 1, 5, 1, 25, 1.00, 1.50, 9968.54
3, 1, 5, 1, 25, 1.50, 1.00, 9965.96
3, 1, 5, 1, 25, 1.50, 1.50, 9965.96
3, 1, 5, 2, 15, 1.00, 1.00, 9968.62
3, 1, 5, 2, 15, 1.00, 1.50, 9968.62
3, 1, 5, 2, 15, 1.50, 1.00, 9968.62
3, 1, 5, 2, 15, 1.50, 1.50, 9968.62
3, 1, 5, 2, 16, 1.00, 1.00, 9968.62
3, 1, 5, 2, 16, 1.00, 1.50, 9968.62
3, 1, 5, 2, 16, 1.50, 1.00, 9968.62
3, 1, 5, 2, 16, 1.50, 1.50, 9968.62
3, 1, 5, 2, 17, 1.00, 1.00, 9967.96
3, 1, 5, 2, 17, 1.00, 1.50, 9967.96
3, 1, 5, 2, 17, 1.50, 1.00, 9967.96
3, 1, 5, 2, 17, 1.50, 1.50, 9967.96
3, 1, 5, 2, 18, 1.00, 1.00, 9969.07
3, 1, 5, 2, 18, 1.00, 1.50, 9969.07
3, 1, 5, 2, 18, 1.50, 1.00, 9969.07
3, 1, 5, 2, 18, 1.50, 1.50, 9969.07
3, 1, 5, 2, 19, 1.00, 1.00, 9969.07
3, 1, 5, 2, 19, 1.00, 1.50, 9969.07
3, 1, 5, 2, 19, 1.50, 1.00, 9969.07
3, 1, 5, 2, 19, 1.50, 1.50, 9969.07
3, 1, 5, 2, 20, 1.00, 1.00, 9971.92
3, 1, 5, 2, 20, 1.00, 1.50, 9971.92
3, 1, 5, 2, 20, 1.50, 1.00, 9969.07
3, 1, 5, 2, 20, 1.50, 1.50, 9969.07
3, 1, 5, 2, 21, 1.00, 1.00, 9974.28
3, 1, 5, 2, 21, 1.00, 1.50, 9974.28
3, 1, 5, 2, 21, 1.50, 1.00, 9969.07
3, 1, 5, 2, 21, 1.50, 1.50, 9969.07
3, 1, 5, 2, 22, 1.00, 1.00, 9974.28
3, 1, 5, 2, 22, 1.00, 1.50, 9974.28
3, 1, 5, 2, 22, 1.50, 1.00, 9969.07
3, 1, 5, 2, 22, 1.50, 1.50, 9969.07
3, 1, 5, 2, 23, 1.00, 1.00, 9971.28
3, 1, 5, 2, 23, 1.00, 1.50, 9971.28
3, 1, 5, 2, 23, 1.50, 1.00, 9969.07
3, 1, 5, 2, 23, 1.50, 1.50, 9969.07
3, 1, 5, 2, 24, 1.00, 1.00, 9971.28
3, 1, 5, 2, 24, 1.00, 1.50, 9971.28
3, 1, 5, 2, 24, 1.50, 1.00, 9969.07
3, 1, 5, 2, 24, 1.50, 1.50, 9969.07
3, 1, 5, 2, 25, 1.00, 1.00, 9971.65
3, 1, 5, 2, 25, 1.00, 1.50, 9971.65
3, 1, 5, 2, 25, 1.50, 1.00, 9969.07
3, 1, 5, 2, 25, 1.50, 1.50, 9969.07
3, 2, 2, 1, 15, 1.00, 1.00, 9590.30
3, 2, 2, 1, 15, 1.00, 1.50, 9595.83
3, 2, 2, 1, 15, 1.50, 1.00, 9590.30
3, 2, 2, 1, 15, 1.50, 1.50, 9595.83
3, 2, 2, 1, 16, 1.00, 1.00, 9592.22
3, 2, 2, 1, 16, 1.00, 1.50, 9595.83
3, 2, 2, 1, 16, 1.50, 1.00, 9592.22
3, 2, 2, 1, 16, 1.50, 1.50, 9595.83
3, 2, 2, 1, 17, 1.00, 1.00, 9591.07
3, 2, 2, 1, 17, 1.00, 1.50, 9595.17
3, 2, 2, 1, 17, 1.50, 1.00, 9591.07
3, 2, 2, 1, 17, 1.50, 1.50, 9595.17
3, 2, 2, 1, 18, 1.00, 1.00, 9598.97
3, 2, 2, 1, 18, 1.00, 1.50, 9598.43
3, 2, 2, 1, 18, 1.50, 1.00, 9598.97
3, 2, 2, 1, 18, 1.50, 1.50, 9598.43
3, 2, 2, 1, 19, 1.00, 1.00, 9605.16
3, 2, 2, 1, 19, 1.00, 1.50, 9598.43
3, 2, 2, 1, 19, 1.50, 1.00, 9605.16
3, 2, 2, 1, 19, 1.50, 1.50, 9598.43
3, 2, 2, 1, 20, 1.00, 1.00, 9617.34
3, 2, 2, 1, 20, 1.00, 1.50, 9605.80
3, 2, 2, 1, 20, 1.50, 1.00, 9609.97
3, 2, 2, 1, 20, 1.50, 1.50, 9598.43
3, 2, 2, 1, 21, 1.00, 1.00, 9612.03
3, 2, 2, 1, 21, 1.00, 1.50, 9597.70
3, 2, 2, 1, 21, 1.50, 1.00, 9616.17
3, 2, 2, 1, 21, 1.50, 1.50, 9601.84
3, 2, 2, 1, 22, 1.00, 1.00, 9620.81
3, 2, 2, 1, 22, 1.00, 1.50, 9597.70
3, 2, 2, 1, 22, 1.50, 1.00, 9624.95
3, 2, 2, 1, 22, 1.50, 1.50, 9601.84
3, 2, 2, 1, 23, 1.00, 1.00, 9621.72
3, 2, 2, 1, 23, 1.00, 1.50, 9595.72
3, 2, 2, 1, 23, 1.50, 1.00, 9628.86
3, 2, 2, 1, 23, 1.50, 1.50, 9602.86
3, 2, 2, 1, 24, 1.00, 1.00, 9621.80
3, 2, 2, 1, 24, 1.00, 1.50, 9595.72
3, 2, 2, 1, 24, 1.50, 1.00, 9628.94
3, 2, 2, 1, 24, 1.50, 1.50, 9602.86
3, 2, 2, 1, 25, 1.00, 1.00, 9632.12
3, 2, 2, 1, 25, 1.00, 1.50, 9603.09
3, 2, 2, 1, 25, 1.50, 1.00, 9626.39
3, 2, 2, 1, 25, 1.50, 1.50, 9597.36
3, 2, 2, 2, 15, 1.00, 1.00, 9509.85
3, 2, 2, 2, 15, 1.00, 1.50, 9506.13
3, 2, 2, 2, 15, 1.50, 1.00, 9509.85
3, 2, 2, 2, 15, 1.50, 1.50, 9506.13
3, 2, 2, 2, 16, 1.00, 1.00, 9510.10
3, 2, 2, 2, 16, 1.00, 1.50, 9506.13
3, 2, 2, 2, 16, 1.50, 1.00, 9510.10
3, 2, 2, 2, 16, 1.50, 1.50, 9506.13
3, 2, 2, 2, 17, 1.00, 1.00, 9508.54
3, 2, 2, 2, 17, 1.00, 1.50, 9505.47
3, 2, 2, 2, 17, 1.50, 1.00, 9508.54
3, 2, 2, 2, 17, 1.50, 1.50, 9505.47
3, 2, 2, 2, 18, 1.00, 1.00, 9517.70
3, 2, 2, 2, 18, 1.00, 1.50, 9508.73
3, 2, 2, 2, 18, 1.50, 1.00, 9517.70
3, 2, 2, 2, 18, 1.50, 1.50, 9508.73
3, 2, 2, 2, 19, 1.00, 1.00, 9529.89
3, 2, 2, 2, 19, 1.00, 1.50, 9508.73
3, 2, 2, 2, 19, 1.50, 1.00, 9529.89
3, 2, 2, 2, 19, 1.50, 1.50, 9508.73
3, 2, 2, 2, 20, 1.00, 1.00, 9548.73
3, 2, 2, 2, 20, 1.00, 1.50, 9516.10
3, 2, 2, 2, 20, 1.50, 1.00, 9541.36
3, 2, 2, 2, 20, 1.50, 1.50, 9508.73
3, 2, 2, 2, 21, 1.00, 1.00, 9543.65
3, 2, 2, 2, 21, 1.00, 1.50, 9504.59
3, 2, 2, 2, 21, 1.50, 1.00, 9547.79
3, 2, 2, 2, 21, 1.50, 1.50, 9508.73
3, 2, 2, 2, 22, 1.00, 1.00, 9552.72
3, 2, 2, 2, 22, 1.00, 1.50, 9504.59
3, 2, 2, 2, 22, 1.50, 1.00, 9556.86
3, 2, 2, 2, 22, 1.50, 1.50, 9508.73
3, 2, 2, 2, 23, 1.00, 1.00, 9561.46
3, 2, 2, 2, 23, 1.00, 1.50, 9503.93
3, 2, 2, 2, 23, 1.50, 1.00, 9568.60
3, 2, 2, 2, 23, 1.50, 1.50, 9511.07
3, 2, 2, 2, 24, 1.00, 1.00, 9550.95
3, 2, 2, 2, 24, 1.00, 1.50, 9503.93
3, 2, 2, 2, 24, 1.50, 1.00, 9558.09
3, 2, 2, 2, 24, 1.50, 1.50, 9511.07
3, 2, 2, 2, 25, 1.00, 1.00, 9561.27
3, 2, 2, 2, 25, 1.00, 1.50, 9514.77
3, 2, 2, 2, 25, 1.50, 1.00, 9555.54
3, 2, 2, 2, 25, 1.50, 1.50, 9509.04
3, 2, 3, 1, 15, 1.00, 1.00, 9795.71
3, 2, 3, 1, 15, 1.00, 1.50, 9795.71
3, 2, 3, 1, 15, 1.50, 1.00, 9795.71
3, 2, 3, 1, 15, 1.50, 1.50, 9795.71
3, 2, 3, 1, 16, 1.00, 1.00, 9795.71
3, 2, 3, 1, 16, 1.00, 1.50, 9795.71
3, 2, 3, 1, 16, 1.50, 1.00, 9795.71
3, 2, 3, 1, 16, 1.50, 1.50, 9795.71
3, 2, 3, 1, 17, 1.00, 1.00, 9795.05
3, 2, 3, 1, 17, 1.00, 1.50, 9795.05
3, 2, 3, 1, 17, 1.50, 1.00, 9795.05
3, 2, 3, 1, 17, 1.50, 1.50, 9795.05
3, 2, 3, 1, 18, 1.00, 1.00, 9806.53
3, 2, 3, 1, 18, 1.00, 1.50, 9798.31
3, 2, 3, 1, 18, 1.50, 1.00, 9806.53
3, 2, 3, 1, 18, 1.50, 1.50, 9798.31
3, 2, 3, 1, 19, 1.00, 1.00, 9807.54
3, 2, 3, 1, 19, 1.00, 1.50, 9798.31
3, 2, 3, 1, 19, 1.50, 1.00, 9807.54
3, 2, 3, 1, 19, 1.50, 1.50, 9798.31
3, 2, 3, 1, 20, 1.00, 1.00, 9815.17
3, 2, 3, 1, 20, 1.00, 1.50, 9805.68
3, 2, 3, 1, 20, 1.50, 1.00, 9807.80
3, 2, 3, 1, 20, 1.50, 1.50, 9798.31
3, 2, 3, 1, 21, 1.00, 1.00, 9803.66
3, 2, 3, 1, 21, 1.00, 1.50, 9794.17
3, 2, 3, 1, 21, 1.50, 1.00, 9807.80
3, 2, 3, 1, 21, 1.50, 1.50, 9798.31
3, 2, 3, 1, 22, 1.00, 1.00, 9803.66
3, 2, 3, 1, 22, 1.00, 1.50, 9794.17
3, 2, 3, 1, 22, 1.50, 1.00, 9807.80
3, 2, 3, 1, 22, 1.50, 1.50, 9798.31
3, 2, 3, 1, 23, 1.00, 1.00, 9800.66
3, 2, 3, 1, 23, 1.00, 1.50, 9791.17
3, 2, 3, 1, 23, 1.50, 1.00, 9807.80
3, 2, 3, 1, 23, 1.50, 1.50, 9798.31
3, 2, 3, 1, 24, 1.00, 1.00, 9800.66
3, 2, 3, 1, 24, 1.00, 1.50, 9791.17
3, 2, 3, 1, 24, 1.50, 1.00, 9807.80
3, 2, 3, 1, 24, 1.50, 1.50, 9798.31
3, 2, 3, 1, 25, 1.00, 1.00, 9813.81
3, 2, 3, 1, 25, 1.00, 1.50, 9804.04
3, 2, 3, 1, 25, 1.50, 1.00, 9808.08
3, 2, 3, 1, 25, 1.50, 1.50, 9798.31
3, 2, 3, 2, 15, 1.00, 1.00, 9696.04
3, 2, 3, 2, 15, 1.00, 1.50, 9696.04
3, 2, 3, 2, 15, 1.50, 1.00, 9696.04
3, 2, 3, 2, 15, 1.50, 1.50, 9696.04
3, 2, 3, 2, 16, 1.00, 1.00, 9696.04
3, 2, 3, 2, 16, 1.00, 1.50, 9696.04
3, 2, 3, 2, 16, 1.50, 1.00, 9696.04
3, 2, 3, 2, 16, 1.50, 1.50, 9696.04
3, 2, 3, 2, 17, 1.00, 1.00, 9695.38
3, 2, 3, 2, 17, 1.00, 1.50, 9695.38
3, 2, 3, 2, 17, 1.50, 1.00, 9695.38
3, 2, 3, 2, 17, 1.50, 1.50, 9695.38
3, 2, 3, 2, 18, 1.00, 1.00, 9707.71
3, 2, 3, 2, 18, 1.00, 1.50, 9698.64
3, 2, 3, 2, 18, 1.50, 1.00, 9707.71
3, 2, 3, 2, 18, 1.50, 1.50, 9698.64
3, 2, 3, 2, 19, 1.00, 1.00, 9713.96
3, 2, 3, 2, 19, 1.00, 1.50, 9698.64
3, 2, 3, 2, 19, 1.50, 1.00, 9713.96
3, 2, 3, 2, 19, 1.50, 1.50, 9698.64
3, 2, 3, 2, 20, 1.00, 1.00, 9722.97
3, 2, 3, 2, 20, 1.00, 1.50, 9706.01
3, 2, 3, 2, 20, 1.50, 1.00, 9715.60
3, 2, 3, 2, 20, 1.50, 1.50, 9698.64
3, 2, 3, 2, 21, 1.00, 1.00, 9711.46
3, 2, 3, 2, 21, 1.00, 1.50, 9694.50
3, 2, 3, 2, 21, 1.50, 1.00, 9715.60
3, 2, 3, 2, 21, 1.50, 1.50, 9698.64
3, 2, 3, 2, 22, 1.00, 1.00, 9711.46
3, 2, 3, 2, 22, 1.00, 1.50, 9694.50
3, 2, 3, 2, 22, 1.50, 1.00, 9715.60
3, 2, 3, 2, 22, 1.50, 1.50, 9698.64
3, 2, 3, 2, 23, 1.00, 1.00, 9708.46
3, 2, 3, 2, 23, 1.00, 1.50, 9691.50
3, 2, 3, 2, 23, 1.50, 1.00, 9715.60
3, 2, 3, 2, 23, 1.50, 1.50, 9698.64
3, 2, 3, 2, 24, 1.00, 1.00, 9708.46
3, 2, 3, 2, 24, 1.00, 1.50, 9691.50
3, 2, 3, 2, 24, 1.50, 1.00, 9715.60
3, 2, 3, 2, 24, 1.50, 1.50, 9698.64
3, 2, 3, 2, 25, 1.00, 1.00, 9724.92
3, 2, 3, 2, 25, 1.00, 1.50, 9704.37
3, 2, 3, 2, 25, 1.50, 1.00, 9719.19
3, 2, 3, 2, 25, 1.50, 1.50, 9698.64
3, 2, 4, 1, 15, 1.00, 1.00, 9863.25
3, 2, 4, 1, 15, 1.00, 1.50, 9863.25
3, 2, 4, 1, 15, 1.50, 1.00, 9863.25
3, 2, 4, 1, 15, 1.50, 1.50, 9863.25
3, 2, 4, 1, 16, 1.00, 1.00, 9863.25
3, 2, 4, 1, 16, 1.00, 1.50, 9863.25
3, 2, 4, 1, 16, 1.50, 1.00, 9863.25
3, 2, 4, 1, 16, 1.50, 1.50, 9863.25
3, 2, 4, 1, 17, 1.00, 1.00, 9862.59
3, 2, 4, 1, 17, 1.00, 1.50, 9862.59
3, 2, 4, 1, 17, 1.50, 1.00, 9862.59
3, 2, 4, 1, 17, 1.50, 1.50, 9862.59
3, 2, 4, 1, 18, 1.00, 1.00, 9865.85
3, 2, 4, 1, 18, 1.00, 1.50, 9865.85
3, 2, 4, 1, 18, 1.50, 1.00, 9865.85
3, 2, 4, 1, 18, 1.50, 1.50, 9865.85
3, 2, 4, 1, 19, 1.00, 1.00, 9865.85
3, 2, 4, 1, 19, 1.00, 1.50, 9865.85
3, 2, 4, 1, 19, 1.50, 1.00, 9865.85
3, 2, 4, 1, 19, 1.50, 1.50, 9865.85
3, 2, 4, 1, 20, 1.00, 1.00, 9873.22
3, 2, 4, 1, 20, 1.00, 1.50, 9873.22
3, 2, 4, 1, 20, 1.50, 1.00, 9865.85
3, 2, 4, 1, 20, 1.50, 1.50, 9865.85
3, 2, 4, 1, 21, 1.00, 1.00, 9861.71
3, 2, 4, 1, 21, 1.00, 1.50, 9861.71
3, 2, 4, 1, 21, 1.50, 1.00, 9865.85
3, 2, 4, 1, 21, 1.50, 1.50, 9865.85
3, 2, 4, 1, 22, 1.00, 1.00, 9861.71
3, 2, 4, 1, 22, 1.00, 1.50, 9861.71
3, 2, 4, 1, 22, 1.50, 1.00, 9865.85
3, 2, 4, 1, 22, 1.50, 1.50, 9865.85
3, 2, 4, 1, 23, 1.00, 1.00, 9858.71
3, 2, 4, 1, 23, 1.00, 1.50, 9858.71
3, 2, 4, 1, 23, 1.50, 1.00, 9865.85
3, 2, 4, 1, 23, 1.50, 1.50, 9865.85
3, 2, 4, 1, 24, 1.00, 1.00, 9858.71
3, 2, 4, 1, 24, 1.00, 1.50, 9858.71
3, 2, 4, 1, 24, 1.50, 1.00, 9865.85
3, 2, 4, 1, 24, 1.50, 1.50, 9865.85
3, 2, 4, 1, 25, 1.00, 1.00, 9871.58
3, 2, 4, 1, 25, 1.00, 1.50, 9871.58
3, 2, 4, 1, 25, 1.50, 1.00, 9865.85
3, 2, 4, 1, 25, 1.50, 1.50, 9865.85
3, 2, 4, 2, 15, 1.00, 1.00, 9869.89
3, 2, 4, 2, 15, 1.00, 1.50, 9869.89
3, 2, 4, 2, 15, 1.50, 1.00, 9869.89
3, 2, 4, 2, 15, 1.50, 1.50, 9869.89
3, 2, 4, 2, 16, 1.00, 1.00, 9869.89
3, 2, 4, 2, 16, 1.00, 1.50, 9869.89
3, 2, 4, 2, 16, 1.50, 1.00, 9869.89
3, 2, 4, 2, 16, 1.50, 1.50, 9869.89
3, 2, 4, 2, 17, 1.00, 1.00, 9869.23
3, 2, 4, 2, 17, 1.00, 1.50, 9869.23
3, 2, 4, 2, 17, 1.50, 1.00, 9869.23
3, 2, 4, 2, 17, 1.50, 1.50, 9869.23
3, 2, 4, 2, 18, 1.00, 1.00, 9872.49
3, 2, 4, 2, 18, 1.00, 1.50, 9872.49
3, 2, 4, 2, 18, 1.50, 1.00, 9872.49
3, 2, 4, 2, 18, 1.50, 1.50, 9872.49
3, 2, 4, 2, 19, 1.00, 1.00, 9872.49
3, 2, 4, 2, 19, 1.00, 1.50, 9872.49
3, 2, 4, 2, 19, 1.50, 1.00, 9872.49
3, 2, 4, 2, 19, 1.50, 1.50, 9872.49
3, 2, 4, 2, 20, 1.00, 1.00, 9879.86
3, 2, 4, 2, 20, 1.00, 1.50, 9879.86
3, 2, 4, 2, 20, 1.50, 1.00, 9872.49
3, 2, 4, 2, 20, 1.50, 1.50, 9872.49
3, 2, 4, 2, 21, 1.00, 1.00, 9868.35
3, 2, 4, 2, 21, 1.00, 1.50, 9868.35
3, 2, 4, 2, 21, 1.50, 1.00, 9872.49
3, 2, 4, 2, 21, 1.50, 1.50, 9872.49
3, 2, 4, 2, 22, 1.00, 1.00, 9868.35
3, 2, 4, 2, 22, 1.00, 1.50, 9868.35
3, 2, 4, 2, 22, 1.50, 1.00, 9872.49
3, 2, 4, 2, 22, 1.50, 1.50, 9872.49
3, 2, 4, 2, 23, 1.00, 1.00, 9865.35
3, 2, 4, 2, 23, 1.00, 1.50, 9865.35
3, 2, 4, 2, 23, 1.50, 1.00, 9872.49
3, 2, 4, 2, 23, 1.50, 1.50, 9872.49
3, 2, 4, 2, 24, 1.00, 1.00, 9865.35
3, 2, 4, 2, 24, 1.00, 1.50, 9865.35
3, 2, 4, 2, 24, 1.50, 1.00, 9872.49
3, 2, 4, 2, 24, 1.50, 1.50, 9872.49
3, 2, 4, 2, 25, 1.00, 1.00, 9878.22
3, 2, 4, 2, 25, 1.00, 1.50, 9878.22
3, 2, 4, 2, 25, 1.50, 1.00, 9872.49
3, 2, 4, 2, 25, 1.50, 1.50, 9872.49
3, 2, 5, 1, 15, 1.00, 1.00, 9878.45
3, 2, 5, 1, 15, 1.00, 1.50, 9878.45
3, 2, 5, 1, 15, 1.50, 1.00, 9878.45
3, 2, 5, 1, 15, 1.50, 1.50, 9878.45
3, 2, 5, 1, 16, 1.00, 1.00, 9878.45
3, 2, 5, 1, 16, 1.00, 1.50, 9878.45
3, 2, 5, 1, 16, 1.50, 1.00, 9878.45
3, 2, 5, 1, 16, 1.50, 1.50, 9878.45
3, 2, 5, 1, 17, 1.00, 1.00, 9877.79
3, 2, 5, 1, 17, 1.00, 1.50, 9877.79
3, 2, 5, 1, 17, 1.50, 1.00, 9877.79
3, 2, 5, 1, 17, 1.50, 1.50, 9877.79
3, 2, 5, 1, 18, 1.00, 1.00, 9881.05
3, 2, 5, 1, 18, 1.00, 1.50, 9881.05
3, 2, 5, 1, 18, 1.50, 1.00, 9881.05
3, 2, 5, 1, 18, 1.50, 1.50, 9881.05
3, 2, 5, 1, 19, 1.00, 1.00, 9881.05
3, 2, 5, 1, 19, 1.00, 1.50, 9881.05
3, 2, 5, 1, 19, 1.50, 1.00, 9881.05
3, 2, 5, 1, 19, 1.50, 1.50, 9881.05
3, 2, 5, 1, 20, 1.00, 1.00, 9888.42
3, 2, 5, 1, 20, 1.00, 1.50, 9888.42
3, 2, 5, 1, 20, 1.50, 1.00, 9881.05
3, 2, 5, 1, 20, 1.50, 1.50, 9881.05
3, 2, 5, 1, 21, 1.00, 1.00, 9876.91
3, 2, 5, 1, 21, 1.00, 1.50, 9876.91
3, 2, 5, 1, 21, 1.50, 1.00, 9881.05
3, 2, 5, 1, 21, 1.50, 1.50, 9881.05
3, 2, 5, 1, 22, 1.00, 1.00, 9876.91
3, 2, 5, 1, 22, 1.00, 1.50, 9876.91
3, 2, 5, 1, 22, 1.50, 1.00, 9881.05
3, 2, 5, 1, 22, 1.50, 1.50, 9881.05
3, 2, 5, 1, 23, 1.00, 1.00, 9873.91
3, 2, 5, 1, 23, 1.00, 1.50, 9873.91
3, 2, 5, 1, 23, 1.50, 1.00, 9881.05
3, 2, 5, 1, 23, 1.50, 1.50, 9881.05
3, 2, 5, 1, 24, 1.00, 1.00, 9873.91
3, 2, 5, 1, 24, 1.00, 1.50, 9873.91
3, 2, 5, 1, 24, 1.50, 1.00, 9881.05
3, 2, 5, 1, 24, 1.50, 1.50, 9881.05
3, 2, 5, 1, 25, 1.00, 1.00, 9886.78
3, 2, 5, 1, 25, 1.00, 1.50, 9886.78
3, 2, 5, 1, 25, 1.50, 1.00, 9881.05
3, 2, 5, 1, 25, 1.50, 1.50, 9881.05
3, 2, 5, 2, 15, 1.00, 1.00, 9881.56
3, 2, 5, 2, 15, 1.00, 1.50, 9881.56
3, 2, 5, 2, 15, 1.50, 1.00, 9881.56
3, 2, 5, 2, 15, 1.50, 1.50, 9881.56
3, 2, 5, 2, 16, 1.00, 1.00, 9881.56
3, 2, 5, 2, 16, 1.00, 1.50, 9881.56
3, 2, 5, 2, 16, 1.50, 1.00, 9881.56
3, 2, 5, 2, 16, 1.50, 1.50, 9881.56
3, 2, 5, 2, 17, 1.00, 1.00, 9880.90
3, 2, 5, 2, 17, 1.00, 1.50, 9880.90
3, 2, 5, 2, 17, 1.50, 1.00, 9880.90
3, 2, 5, 2, 17, 1.50, 1.50, 9880.90
3, 2, 5, 2, 18, 1.00, 1.00, 9884.16
3, 2, 5, 2, 18, 1.00, 1.50, 9884.16
3, 2, 5, 2, 18, 1.50, 1.00, 9884.16
3, 2, 5, 2, 18, 1.50, 1.50, 9884.16
3, 2, 5, 2, 19, 1.00, 1.00, 9884.16
3, 2, 5, 2, 19, 1.00, 1.50, 9884.16
3, 2, 5, 2, 19, 1.50, 1.00, 9884.16
3, 2, 5, 2, 19, 1.50, 1.50, 9884.16
3, 2, 5, 2, 20, 1.00, 1.00, 9891.53
3, 2, 5, 2, 20, 1.00, 1.50, 9891.53
3, 2, 5, 2, 20, 1.50, 1.00, 9884.16
