le, lx, se, sx, bw, bsdd, bsdu, total_profit
2, 2, 3, 1, 19, 1.00, 1.50, 9837.08
2, 2, 3, 1, 19, 1.50, 1.00, 9865.88
2, 2, 3, 1, 19, 1.50, 1.50, 9856.65
2, 2, 3, 1, 20, 1.00, 1.00, 9853.75
2, 2, 3, 1, 20, 1.00, 1.50, 9844.26
2, 2, 3, 1, 20, 1.50, 1.00, 9866.14
2, 2, 3, 1, 20, 1.50, 1.50, 9856.65
2, 2, 3, 1, 21, 1.00, 1.00, 9850.14
2, 2, 3, 1, 21, 1.00, 1.50, 9840.65
2, 2, 3, 1, 21, 1.50, 1.00, 9866.14
2, 2, 3, 1, 21, 1.50, 1.50, 9856.65
2, 2, 3, 1, 22, 1.00, 1.00, 9847.86
2, 2, 3, 1, 22, 1.00, 1.50, 9838.37
2, 2, 3, 1, 22, 1.50, 1.00, 9866.14
2, 2, 3, 1, 22, 1.50, 1.50, 9856.65
2, 2, 3, 1, 23, 1.00, 1.00, 9845.52
2, 2, 3, 1, 23, 1.00, 1.50, 9836.03
2, 2, 3, 1, 23, 1.50, 1.00, 9866.14
2, 2, 3, 1, 23, 1.50, 1.50, 9856.65
2, 2, 3, 1, 24, 1.00, 1.00, 9837.57
2, 2, 3, 1, 24, 1.00, 1.50, 9828.08
2, 2, 3, 1, 24, 1.50, 1.00, 9862.36
2, 2, 3, 1, 24, 1.50, 1.50, 9852.87
2, 2, 3, 1, 25, 1.00, 1.00, 9829.03
2, 2, 3, 1, 25, 1.00, 1.50, 9819.26
2, 2, 3, 1, 25, 1.50, 1.00, 9862.64
2, 2, 3, 1, 25, 1.50, 1.50, 9852.87
2, 2, 3, 2, 15, 1.00, 1.00, 9749.55
2, 2, 3, 2, 15, 1.00, 1.50, 9749.55
2, 2, 3, 2, 15, 1.50, 1.00, 9758.33
2, 2, 3, 2, 15, 1.50, 1.50, 9758.33
2, 2, 3, 2, 16, 1.00, 1.00, 9745.42
2, 2, 3, 2, 16, 1.00, 1.50, 9745.42
2, 2, 3, 2, 16, 1.50, 1.00, 9757.49
2, 2, 3, 2, 16, 1.50, 1.50, 9757.49
2, 2, 3, 2, 17, 1.00, 1.00, 9732.52
2, 2, 3, 2, 17, 1.00, 1.50, 9732.52
2, 2, 3, 2, 17, 1.50, 1.00, 9753.72
2, 2, 3, 2, 17, 1.50, 1.50, 9753.72
2, 2, 3, 2, 18, 1.00, 1.00, 9744.85
2, 2, 3, 2, 18, 1.00, 1.50, 9735.78
2, 2, 3, 2, 18, 1.50, 1.00, 9766.05
2, 2, 3, 2, 18, 1.50, 1.50, 9756.98
2, 2, 3, 2, 19, 1.00, 1.00, 9752.73
2, 2, 3, 2, 19, 1.00, 1.50, 9737.41
2, 2, 3, 2, 19, 1.50, 1.00, 9772.30
2, 2, 3, 2, 19, 1.50, 1.50, 9756.98
2, 2, 3, 2, 20, 1.00, 1.00, 9761.55
2, 2, 3, 2, 20, 1.00, 1.50, 9744.59
2, 2, 3, 2, 20, 1.50, 1.00, 9773.94
2, 2, 3, 2, 20, 1.50, 1.50, 9756.98
2, 2, 3, 2, 21, 1.00, 1.00, 9757.94
2, 2, 3, 2, 21, 1.00, 1.50, 9740.98
2, 2, 3, 2, 21, 1.50, 1.00, 9773.94
2, 2, 3, 2, 21, 1.50, 1.50, 9756.98
2, 2, 3, 2, 22, 1.00, 1.00, 9755.66
2, 2, 3, 2, 22, 1.00, 1.50, 9738.70
2, 2, 3, 2, 22, 1.50, 1.00, 9773.94
2, 2, 3, 2, 22, 1.50, 1.50, 9756.98
2, 2, 3, 2, 23, 1.00, 1.00, 9753.32
2, 2, 3, 2, 23, 1.00, 1.50, 9736.36
2, 2, 3, 2, 23, 1.50, 1.00, 9773.94
2, 2, 3, 2, 23, 1.50, 1.50, 9756.98
2, 2, 3, 2, 24, 1.00, 1.00, 9745.37
2, 2, 3, 2, 24, 1.00, 1.50, 9728.41
2, 2, 3, 2, 24, 1.50, 1.00, 9770.16
2, 2, 3, 2, 24, 1.50, 1.50, 9753.20
2, 2, 3, 2, 25, 1.00, 1.00, 9740.14
2, 2, 3, 2, 25, 1.00, 1.50, 9719.59
2, 2, 3, 2, 25, 1.50, 1.00, 9773.75
2, 2, 3, 2, 25, 1.50, 1.50, 9753.20
2, 2, 4, 1, 15, 1.00, 1.00, 9916.76
2, 2, 4, 1, 15, 1.00, 1.50, 9916.76
2, 2, 4, 1, 15, 1.50, 1.00, 9925.54
2, 2, 4, 1, 15, 1.50, 1.50, 9925.54
2, 2, 4, 1, 16, 1.00, 1.00, 9912.63
2, 2, 4, 1, 16, 1.00, 1.50, 9912.63
2, 2, 4, 1, 16, 1.50, 1.00, 9924.70
2, 2, 4, 1, 16, 1.50, 1.50, 9924.70
2, 2, 4, 1, 17, 1.00, 1.00, 9899.73
2, 2, 4, 1, 17, 1.00, 1.50, 9899.73
2, 2, 4, 1, 17, 1.50, 1.00, 9920.93
2, 2, 4, 1, 17, 1.50, 1.50, 9920.93
2, 2, 4, 1, 18, 1.00, 1.00, 9902.99
2, 2, 4, 1, 18, 1.00, 1.50, 9902.99
2, 2, 4, 1, 18, 1.50, 1.00, 9924.19
2, 2, 4, 1, 18, 1.50, 1.50, 9924.19
2, 2, 4, 1, 19, 1.00, 1.00, 9904.62
2, 2, 4, 1, 19, 1.00, 1.50, 9904.62
2, 2, 4, 1, 19, 1.50, 1.00, 9924.19
2, 2, 4, 1, 19, 1.50, 1.50, 9924.19
2, 2, 4, 1, 20, 1.00, 1.00, 9911.80
2, 2, 4, 1, 20, 1.00, 1.50, 9911.80
2, 2, 4, 1, 20, 1.50, 1.00, 9924.19
2, 2, 4, 1, 20, 1.50, 1.50, 9924.19
2, 2, 4, 1, 21, 1.00, 1.00, 9908.19
2, 2, 4, 1, 21, 1.00, 1.50, 9908.19
2, 2, 4, 1, 21, 1.50, 1.00, 9924.19
2, 2, 4, 1, 21, 1.50, 1.50, 9924.19
2, 2, 4, 1, 22, 1.00, 1.00, 9905.91
2, 2, 4, 1, 22, 1.00, 1.50, 9905.91
2, 2, 4, 1, 22, 1.50, 1.00, 9924.19
2, 2, 4, 1, 22, 1.50, 1.50, 9924.19
2, 2, 4, 1, 23, 1.00, 1.00, 9903.57
2, 2, 4, 1, 23, 1.00, 1.50, 9903.57
2, 2, 4, 1, 23, 1.50, 1.00, 9924.19
2, 2, 4, 1, 23, 1.50, 1.50, 9924.19
2, 2, 4, 1, 24, 1.00, 1.00, 9895.62
2, 2, 4, 1, 24, 1.00, 1.50, 9895.62
2, 2, 4, 1, 24, 1.50, 1.00, 9920.41
2, 2, 4, 1, 24, 1.50, 1.50, 9920.41
2, 2, 4, 1, 25, 1.00, 1.00, 9886.80
2, 2, 4, 1, 25, 1.00, 1.50, 9886.80
2, 2, 4, 1, 25, 1.50, 1.00, 9920.41
2, 2, 4, 1, 25, 1.50, 1.50, 9920.41
2, 2, 4, 2, 15, 1.00, 1.00, 9923.40
2, 2, 4, 2, 15, 1.00, 1.50, 9923.40
2, 2, 4, 2, 15, 1.50, 1.00, 9932.18
2, 2, 4, 2, 15, 1.50, 1.50, 9932.18
2, 2, 4, 2, 16, 1.00, 1.00, 9919.27
2, 2, 4, 2, 16, 1.00, 1.50, 9919.27
2, 2, 4, 2, 16, 1.50, 1.00, 9931.34
2, 2, 4, 2, 16, 1.50, 1.50, 9931.34
2, 2, 4, 2, 17, 1.00, 1.00, 9906.37
2, 2, 4, 2, 17, 1.00, 1.50, 9906.37
2, 2, 4, 2, 17, 1.50, 1.00, 9927.57
2, 2, 4, 2, 17, 1.50, 1.50, 9927.57
2, 2, 4, 2, 18, 1.00, 1.00, 9909.63
2, 2, 4, 2, 18, 1.00, 1.50, 9909.63
2, 2, 4, 2, 18, 1.50, 1.00, 9930.83
2, 2, 4, 2, 18, 1.50, 1.50, 9930.83
2, 2, 4, 2, 19, 1.00, 1.00, 9911.26
2, 2, 4, 2, 19, 1.00, 1.50, 9911.26
2, 2, 4, 2, 19, 1.50, 1.00, 9930.83
2, 2, 4, 2, 19, 1.50, 1.50, 9930.83
2, 2, 4, 2, 20, 1.00, 1.00, 9918.44
2, 2, 4, 2, 20, 1.00, 1.50, 9918.44
2, 2, 4, 2, 20, 1.50, 1.00, 9930.83
2, 2, 4, 2, 20, 1.50, 1.50, 9930.83
2, 2, 4, 2, 21, 1.00, 1.00, 9914.83
2, 2, 4, 2, 21, 1.00, 1.50, 9914.83
2, 2, 4, 2, 21, 1.50, 1.00, 9930.83
2, 2, 4, 2, 21, 1.50, 1.50, 9930.83
2, 2, 4, 2, 22, 1.00, 1.00, 9912.55
2, 2, 4, 2, 22, 1.00, 1.50, 9912.55
2, 2, 4, 2, 22, 1.50, 1.00, 9930.83
2, 2, 4, 2, 22, 1.50, 1.50, 9930.83
2, 2, 4, 2, 23, 1.00, 1.00, 9910.21
2, 2, 4, 2, 23, 1.00, 1.50, 9910.21
2, 2, 4, 2, 23, 1.50, 1.00, 9930.83
2, 2, 4, 2, 23, 1.50, 1.50, 9930.83
2, 2, 4, 2, 24, 1.00, 1.00, 9902.26
2, 2, 4, 2, 24, 1.00, 1.50, 9902.26
2, 2, 4, 2, 24, 1.50, 1.00, 9927.05
2, 2, 4, 2, 24, 1.50, 1.50, 9927.05
2, 2, 4, 2, 25, 1.00, 1.00, 9893.44
2, 2, 4, 2, 25, 1.00, 1.50, 9893.44
2, 2, 4, 2, 25, 1.50, 1.00, 9927.05
2, 2, 4, 2, 25, 1.50, 1.50, 9927.05
2, 2, 5, 1, 15, 1.00, 1.00, 9931.96
2, 2, 5, 1, 15, 1.00, 1.50, 9931.96
2, 2, 5, 1, 15, 1.50, 1.00, 9940.74
2, 2, 5, 1, 15, 1.50, 1.50, 9940.74
2, 2, 5, 1, 16, 1.00, 1.00, 9927.83
2, 2, 5, 1, 16, 1.00, 1.50, 9927.83
2, 2, 5, 1, 16, 1.50, 1.00, 9939.90
2, 2, 5, 1, 16, 1.50, 1.50, 9939.90
2, 2, 5, 1, 17, 1.00, 1.00, 9914.93
2, 2, 5, 1, 17, 1.00, 1.50, 9914.93
2, 2, 5, 1, 17, 1.50, 1.00, 9936.13
2, 2, 5, 1, 17, 1.50, 1.50, 9936.13
2, 2, 5, 1, 18, 1.00, 1.00, 9918.19
2, 2, 5, 1, 18, 1.00, 1.50, 9918.19
2, 2, 5, 1, 18, 1.50, 1.00, 9939.39
2, 2, 5, 1, 18, 1.50, 1.50, 9939.39
2, 2, 5, 1, 19, 1.00, 1.00, 9919.82
2, 2, 5, 1, 19, 1.00, 1.50, 9919.82
2, 2, 5, 1, 19, 1.50, 1.00, 9939.39
2, 2, 5, 1, 19, 1.50, 1.50, 9939.39
2, 2, 5, 1, 20, 1.00, 1.00, 9927.00
2, 2, 5, 1, 20, 1.00, 1.50, 9927.00
2, 2, 5, 1, 20, 1.50, 1.00, 9939.39
2, 2, 5, 1, 20, 1.50, 1.50, 9939.39
2, 2, 5, 1, 21, 1.00, 1.00, 9923.39
2, 2, 5, 1, 21, 1.00, 1.50, 9923.39
2, 2, 5, 1, 21, 1.50, 1.00, 9939.39
2, 2, 5, 1, 21, 1.50, 1.50, 9939.39
2, 2, 5, 1, 22, 1.00, 1.00, 9921.11
2, 2, 5, 1, 22, 1.00, 1.50, 9921.11
2, 2, 5, 1, 22, 1.50, 1.00, 9939.39
2, 2, 5, 1, 22, 1.50, 1.50, 9939.39
2, 2, 5, 1, 23, 1.00, 1.00, 9918.77
2, 2, 5, 1, 23, 1.00, 1.50, 9918.77
2, 2, 5, 1, 23, 1.50, 1.00, 9939.39
2, 2, 5, 1, 23, 1.50, 1.50, 9939.39
2, 2, 5, 1, 24, 1.00, 1.00, 9910.82
2, 2, 5, 1, 24, 1.00, 1.50, 9910.82
2, 2, 5, 1, 24, 1.50, 1.00, 9935.61
2, 2, 5, 1, 24, 1.50, 1.50, 9935.61
2, 2, 5, 1, 25, 1.00, 1.00, 9902.00
2, 2, 5, 1, 25, 1.00, 1.50, 9902.00
2, 2, 5, 1, 25, 1.50, 1.00, 9935.61
2, 2, 5, 1, 25, 1.50, 1.50, 9935.61
2, 2, 5, 2, 15, 1.00, 1.00, 9935.07
2, 2, 5, 2, 15, 1.00, 1.50, 9935.07
2, 2, 5, 2, 15, 1.50, 1.00, 9943.85
2, 2, 5, 2, 15, 1.50, 1.50, 9943.85
2, 2, 5, 2, 16, 1.00, 1.00, 9930.94
2, 2, 5, 2, 16, 1.00, 1.50, 9930.94
2, 2, 5, 2, 16, 1.50, 1.00, 9943.01
2, 2, 5, 2, 16, 1.50, 1.50, 9943.01
2, 2, 5, 2, 17, 1.00, 1.00, 9918.04
2, 2, 5, 2, 17, 1.00, 1.50, 9918.04
2, 2, 5, 2, 17, 1.50, 1.00, 9939.24
2, 2, 5, 2, 17, 1.50, 1.50, 9939.24
2, 2, 5, 2, 18, 1.00, 1.00, 9921.30
2, 2, 5, 2, 18, 1.00, 1.50, 9921.30
2, 2, 5, 2, 18, 1.50, 1.00, 9942.50
2, 2, 5, 2, 18, 1.50, 1.50, 9942.50
2, 2, 5, 2, 19, 1.00, 1.00, 9922.93
2, 2, 5, 2, 19, 1.00, 1.50, 9922.93
2, 2, 5, 2, 19, 1.50, 1.00, 9942.50
2, 2, 5, 2, 19, 1.50, 1.50, 9942.50
2, 2, 5, 2, 20, 1.00, 1.00, 9930.11
2, 2, 5, 2, 20, 1.00, 1.50, 9930.11
2, 2, 5, 2, 20, 1.50, 1.00, 9942.50
2, 2, 5, 2, 20, 1.50, 1.50, 9942.50
2, 2, 5, 2, 21, 1.00, 1.00, 9926.50
2, 2, 5, 2, 21, 1.00, 1.50, 9926.50
2, 2, 5, 2, 21, 1.50, 1.00, 9942.50
2, 2, 5, 2, 21, 1.50, 1.50, 9942.50
2, 2, 5, 2, 22, 1.00, 1.00, 9924.22
2, 2, 5, 2, 22, 1.00, 1.50, 9924.22
2, 2, 5, 2, 22, 1.50, 1.00, 9942.50
2, 2, 5, 2, 22, 1.50, 1.50, 9942.50
2, 2, 5, 2, 23, 1.00, 1.00, 9921.88
2, 2, 5, 2, 23, 1.00, 1.50, 9921.88
2, 2, 5, 2, 23, 1.50, 1.00, 9942.50
2, 2, 5, 2, 23, 1.50, 1.50, 9942.50
2, 2, 5, 2, 24, 1.00, 1.00, 9913.93
2, 2, 5, 2, 24, 1.00, 1.50, 9913.93
2, 2, 5, 2, 24, 1.50, 1.00, 9938.72
2, 2, 5, 2, 24, 1.50, 1.50, 9938.72
2, 2, 5, 2, 25, 1.00, 1.00, 9905.11
2, 2, 5, 2, 25, 1.00, 1.50, 9905.11
2, 2, 5, 2, 25, 1.50, 1.00, 9938.72
2, 2, 5, 2, 25, 1.50, 1.50, 9938.72
3, 1, 2, 1, 15, 1.00, 1.00, 9677.36
3, 1, 2, 1, 15, 1.00, 1.50, 9682.89
3, 1, 2, 1, 15, 1.50, 1.00, 9677.36
3, 1, 2, 1, 15, 1.50, 1.50, 9682.89
3, 1, 2, 1, 16, 1.00, 1.00, 9679.28
3, 1, 2, 1, 16, 1.00, 1.50, 9682.89
3, 1, 2, 1, 16, 1.50, 1.00, 9679.28
3, 1, 2, 1, 16, 1.50, 1.50, 9682.89
3, 1, 2, 1, 17, 1.00, 1.00, 9678.13
3, 1, 2, 1, 17, 1.00, 1.50, 9682.23
3, 1, 2, 1, 17, 1.50, 1.00, 9678.13
3, 1, 2, 1, 17, 1.50, 1.50, 9682.23
3, 1, 2, 1, 18, 1.00, 1.00, 9683.88
3, 1, 2, 1, 18, 1.00, 1.50, 9683.34
3, 1, 2, 1, 18, 1.50, 1.00, 9683.88
3, 1, 2, 1, 18, 1.50, 1.50, 9683.34
3, 1, 2, 1, 19, 1.00, 1.00, 9690.07
3, 1, 2, 1, 19, 1.00, 1.50, 9683.34
3, 1, 2, 1, 19, 1.50, 1.00, 9690.07
3, 1, 2, 1, 19, 1.50, 1.50, 9683.34
3, 1, 2, 1, 20, 1.00, 1.00, 9697.73
3, 1, 2, 1, 20, 1.00, 1.50, 9686.19
3, 1, 2, 1, 20, 1.50, 1.00, 9694.88
3, 1, 2, 1, 20, 1.50, 1.50, 9683.34
3, 1, 2, 1, 21, 1.00, 1.00, 9706.29
3, 1, 2, 1, 21, 1.00, 1.50, 9691.96
3, 1, 2, 1, 21, 1.50, 1.00, 9701.08
3, 1, 2, 1, 21, 1.50, 1.50, 9686.75
3, 1, 2, 1, 22, 1.00, 1.00, 9715.07
3, 1, 2, 1, 22, 1.00, 1.50, 9691.96
3, 1, 2, 1, 22, 1.50, 1.00, 9709.86
3, 1, 2, 1, 22, 1.50, 1.50, 9686.75
3, 1, 2, 1, 23, 1.00, 1.00, 9715.98
3, 1, 2, 1, 23, 1.00, 1.50, 9689.98
3, 1, 2, 1, 23, 1.50, 1.00, 9713.77
3, 1, 2, 1, 23, 1.50, 1.50, 9687.77
3, 1, 2, 1, 24, 1.00, 1.00, 9716.06
3, 1, 2, 1, 24, 1.00, 1.50, 9689.98
3, 1, 2, 1, 24, 1.50, 1.00, 9713.85
3, 1, 2, 1, 24, 1.50, 1.50, 9687.77
3, 1, 2, 1, 25, 1.00, 1.00, 9713.88
3, 1, 2, 1, 25, 1.00, 1.50, 9684.85
3, 1, 2, 1, 25, 1.50, 1.00, 9711.30
3, 1, 2, 1, 25, 1.50, 1.50, 9682.27
3, 1, 2, 2, 15, 1.00, 1.00, 9596.91
3, 1, 2, 2, 15, 1.00, 1.50, 9593.19
3, 1, 2, 2, 15, 1.50, 1.00, 9596.91
3, 1, 2, 2, 15, 1.50, 1.50, 9593.19
3, 1, 2, 2, 16, 1.00, 1.00, 9597.16
3, 1, 2, 2, 16, 1.00, 1.50, 9593.19
3, 1, 2, 2, 16, 1.50, 1.00, 9597.16
3, 1, 2, 2, 16, 1.50, 1.50, 9593.19
3, 1, 2, 2, 17, 1.00, 1.00, 9595.60
3, 1, 2, 2, 17, 1.00, 1.50, 9592.53
3, 1, 2, 2, 17, 1.50, 1.00, 9595.60
3, 1, 2, 2, 17, 1.50, 1.50, 9592.53
3, 1, 2, 2, 18, 1.00, 1.00, 9602.61
3, 1, 2, 2, 18, 1.00, 1.50, 9593.64
3, 1, 2, 2, 18, 1.50, 1.00, 9602.61
3, 1, 2, 2, 18, 1.50, 1.50, 9593.64
3, 1, 2, 2, 19, 1.00, 1.00, 9614.80
3, 1, 2, 2, 19, 1.00, 1.50, 9593.64
3, 1, 2, 2, 19, 1.50, 1.00, 9614.80
3, 1, 2, 2, 19, 1.50, 1.50, 9593.64
3, 1, 2, 2, 20, 1.00, 1.00, 9629.12
3, 1, 2, 2, 20, 1.00, 1.50, 9596.49
3, 1, 2, 2, 20, 1.50, 1.00, 9626.27
3, 1, 2, 2, 20, 1.50, 1.50, 9593.64
3, 1, 2, 2, 21, 1.00, 1.00, 9637.91
3, 1, 2, 2, 21, 1.00, 1.50, 9598.85
3, 1, 2, 2, 21, 1.50, 1.00, 9632.70
3, 1, 2, 2, 21, 1.50, 1.50, 9593.64
3, 1, 2, 2, 22, 1.00, 1.00, 9646.98
3, 1, 2, 2, 22, 1.00, 1.50, 9598.85
3, 1, 2, 2, 22, 1.50, 1.00, 9641.77
3, 1, 2, 2, 22, 1.50, 1.50, 9593.64
3, 1, 2, 2, 23, 1.00, 1.00, 9655.72
3, 1, 2, 2, 23, 1.00, 1.50, 9598.19
3, 1, 2, 2, 23, 1.50, 1.00, 9653.51
3, 1, 2, 2, 23, 1.50, 1.50, 9595.98
3, 1, 2, 2, 24, 1.00, 1.00, 9645.21
3, 1, 2, 2, 24, 1.00, 1.50, 9598.19
3, 1, 2, 2, 24, 1.50, 1.00, 9643.00
3, 1, 2, 2, 24, 1.50, 1.50, 9595.98
3, 1, 2, 2, 25, 1.00, 1.00, 9643.03
3, 1, 2, 2, 25, 1.00, 1.50, 9596.53
3, 1, 2, 2, 25, 1.50, 1.00, 9640.45
3, 1, 2, 2, 25, 1.50, 1.50, 9593.95
3, 1, 3, 1, 15, 1.00, 1.00, 9882.77
3, 1, 3, 1, 15, 1.00, 1.50, 9882.77
3, 1, 3, 1, 15, 1.50, 1.00, 9882.77
3, 1, 3, 1, 15, 1.50, 1.50, 9882.77
3, 1, 3, 1, 16, 1.00, 1.00, 9882.77
3, 1, 3, 1, 16, 1.00, 1.50, 9882.77
3, 1, 3, 1, 16, 1.50, 1.00, 9882.77
3, 1, 3, 1, 16, 1.50, 1.50, 9882.77
3, 1, 3, 1, 17, 1.00, 1.00, 9882.11
3, 1, 3, 1, 17, 1.00, 1.50, 9882.11
3, 1, 3, 1, 17, 1.50, 1.00, 9882.11
3, 1, 3, 1, 17, 1.50, 1.50, 9882.11
3, 1, 3, 1, 18, 1.00, 1.00, 9891.44
3, 1, 3, 1, 18, 1.00, 1.50, 9883.22
3, 1, 3, 1, 18, 1.50, 1.00, 9891.44
3, 1, 3, 1, 18, 1.50, 1.50, 9883.22
3, 1, 3, 1, 19, 1.00, 1.00, 9892.45
3, 1, 3, 1, 19, 1.00, 1.50, 9883.22
3, 1, 3, 1, 19, 1.50, 1.00, 9892.45
3, 1, 3, 1, 19, 1.50, 1.50, 9883.22
3, 1, 3, 1, 20, 1.00, 1.00, 9895.56
3, 1, 3, 1, 20, 1.00, 1.50, 9886.07
3, 1, 3, 1, 20, 1.50, 1.00, 9892.71
3, 1, 3, 1, 20, 1.50, 1.50, 9883.22
3, 1, 3, 1, 21, 1.00, 1.00, 9897.92
3, 1, 3, 1, 21, 1.00, 1.50, 9888.43
3, 1, 3, 1, 21, 1.50, 1.00, 9892.71
3, 1, 3, 1, 21, 1.50, 1.50, 9883.22
3, 1, 3, 1, 22, 1.00, 1.00, 9897.92
3, 1, 3, 1, 22, 1.00, 1.50, 9888.43
3, 1, 3, 1, 22, 1.50, 1.00, 9892.71
3, 1, 3, 1, 22, 1.50, 1.50, 9883.22
3, 1, 3, 1, 23, 1.00, 1.00, 9894.92
3, 1, 3, 1, 23, 1.00, 1.50, 9885.43
3, 1, 3, 1, 23, 1.50, 1.00, 9892.71
3, 1, 3, 1, 23, 1.50, 1.50, 9883.22
3, 1, 3, 1, 24, 1.00, 1.00, 9894.92
3, 1, 3, 1, 24, 1.00, 1.50, 9885.43
3, 1, 3, 1, 24, 1.50, 1.00, 9892.71
3, 1, 3, 1, 24, 1.50, 1.50, 9883.22
3, 1, 3, 1, 25, 1.00, 1.00, 9895.57
3, 1, 3, 1, 25, 1.00, 1.50, 9885.80
3, 1, 3, 1, 25, 1.50, 1.00, 9892.99
3, 1, 3, 1, 25, 1.50, 1.50, 9883.22
3, 1, 3, 2, 15, 1.00, 1.00, 9783.10
3, 1, 3, 2, 15, 1.00, 1.50, 9783.10
3, 1, 3, 2, 15, 1.50, 1.00, 9783.10
3, 1, 3, 2, 15, 1.50, 1.50, 9783.10
3, 1, 3, 2, 16, 1.00, 1.00, 9783.10
3, 1, 3, 2, 16, 1.00, 1.50, 9783.10
3, 1, 3, 2, 16, 1.50, 1.00, 9783.10
3, 1, 3, 2, 16, 1.50, 1.50, 9783.10
3, 1, 3, 2, 17, 1.00, 1.00, 9782.44
3, 1, 3, 2, 17, 1.00, 1.50, 9782.44
3, 1, 3, 2, 17, 1.50, 1.00, 9782.44
3, 1, 3, 2, 17, 1.50, 1.50, 9782.44
3, 1, 3, 2, 18, 1.00, 1.00, 9792.62
3, 1, 3, 2, 18, 1.00, 1.50, 9783.55
3, 1, 3, 2, 18, 1.50, 1.00, 9792.62
3, 1, 3, 2, 18, 1.50, 1.50, 9783.55
3, 1, 3, 2, 19, 1.00, 1.00, 9798.87
3, 1, 3, 2, 19, 1.00, 1.50, 9783.55
3, 1, 3, 2, 19, 1.50, 1.00, 9798.87
3, 1, 3, 2, 19, 1.50, 1.50, 9783.55
3, 1, 3, 2, 20, 1.00, 1.00, 9803.36
3, 1, 3, 2, 20, 1.00, 1.50, 9786.40
3, 1, 3, 2, 20, 1.50, 1.00, 9800.51
3, 1, 3, 2, 20, 1.50, 1.50, 9783.55
3, 1, 3, 2, 21, 1.00, 1.00, 9805.72
3, 1, 3, 2, 21, 1.00, 1.50, 9788.76
3, 1, 3, 2, 21, 1.50, 1.00, 9800.51
3, 1, 3, 2, 21, 1.50, 1.50, 9783.55
3, 1, 3, 2, 22, 1.00, 1.00, 9805.72
3, 1, 3, 2, 22, 1.00, 1.50, 9788.76
3, 1, 3, 2, 22, 1.50, 1.00, 9800.51
3, 1, 3, 2, 22, 1.50, 1.50, 9783.55
3, 1, 3, 2, 23, 1.00, 1.00, 9802.72
3, 1, 3, 2, 23, 1.00, 1.50, 9785.76
3, 1, 3, 2, 23, 1.50, 1.00, 9800.51
3, 1, 3, 2, 23, 1.50, 1.50, 9783.55
3, 1, 3, 2, 24, 1.00, 1.00, 9802.72
3, 1, 3, 2, 24, 1.00, 1.50, 9785.76
3, 1, 3, 2, 24, 1.50, 1.00, 9800.51
3, 1, 3, 2, 24, 1.50, 1.50, 9783.55
3, 1, 3, 2, 25, 1.00, 1.00, 9806.68
3, 1, 3, 2, 25, 1.00, 1.50, 9786.13
3, 1, 3, 2, 25, 1.50, 1.00, 9804.10
3, 1, 3, 2, 25, 1.50, 1.50, 9783.55
3, 1, 4, 1, 15, 1.00, 1.00, 9950.31
3, 1, 4, 1, 15, 1.00, 1.50, 9950.31
3, 1, 4, 1, 15, 1.50, 1.00, 9950.31
3, 1, 4, 1, 15, 1.50, 1.50, 9950.31
3, 1, 4, 1, 16, 1.00, 1.00, 9950.31
3, 1, 4, 1, 16, 1.00, 1.50, 9950.31
3, 1, 4, 1, 16, 1.50, 1.00, 9950.31
3, 1, 4, 1, 16, 1.50, 1.50, 9950.31
3, 1, 4, 1, 17, 1.00, 1.00, 9949.65
3, 1, 4, 1, 17, 1.00, 1.50, 9949.65
3, 1, 4, 1, 17, 1.50, 1.00, 9949.65
3, 1, 4, 1, 17, 1.50, 1.50, 9949.65
3, 1, 4, 1, 18, 1.00, 1.00, 9950.76
3, 1, 4, 1, 18, 1.00, 1.50, 9950.76
3, 1, 4, 1, 18, 1.50, 1.00, 9950.76
3, 1, 4, 1, 18, 1.50, 1.50, 9950.76
3, 1, 4, 1, 19, 1.00, 1.00, 9950.76
3, 1, 4, 1, 19, 1.00, 1.50, 9950.76
3, 1, 4, 1, 19, 1.50, 1.00, 9950.76
3, 1, 4, 1, 19, 1.50, 1.50, 9950.76
3, 1, 4, 1, 20, 1.00, 1.00, 9953.61
3, 1, 4, 1, 20, 1.00, 1.50, 9953.61
3, 1, 4, 1, 20, 1.50, 1.00, 9950.76
3, 1, 4, 1, 20, 1.50, 1.50, 9950.76
3, 1, 4, 1, 21, 1.00, 1.00, 9955.97
3, 1, 4, 1, 21, 1.00, 1.50, 9955.97
3, 1, 4, 1, 21, 1.50, 1.00, 9950.76
3, 1, 4, 1, 21, 1.50, 1.50, 9950.76
3, 1, 4, 1, 22, 1.00, 1.00, 9955.97
3, 1, 4, 1, 22, 1.00, 1.50, 9955.97
3, 1, 4, 1, 22, 1.50, 1.00, 9950.76
3, 1, 4, 1, 22, 1.50, 1.50, 9950.76
3, 1, 4, 1, 23, 1.00, 1.00, 9952.97
3, 1, 4, 1, 23, 1.00, 1.50, 9952.97
3, 1, 4, 1, 23, 1.50, 1.00, 9950.76
3, 1, 4, 1, 23, 1.50, 1.50, 9950.76
3, 1, 4, 1, 24, 1.00, 1.00, 9952.97
3, 1, 4, 1, 24, 1.00, 1.50, 9952.97
3, 1, 4, 1, 24, 1.50, 1.00, 9950.76
3, 1, 4, 1, 24, 1.50, 1.50, 9950.76
3, 1, 4, 1, 25, 1.00, 1.00, 9953.34
3, 1, 4, 1, 25, 1.00, 1.50, 9953.34
