operation,clock,publish_time,connection_time,publish_datetime,market_id,market_definition_bet_delay,market_definition_betting_type,market_definition_bsp_market,market_definition_complete,market_definition_country_code,market_definition_cross_matching,market_definition_discount_allowed,market_definition_event_id,market_definition_event_type_id,market_definition_in_play,market_definition_market_base_rate,market_definition_market_time,market_definition_market_type,market_definition_number_of_active_runners,market_definition_number_of_winners,market_definition_open_date,market_definition_persistence_enabled,market_definition_regulators,market_definition_rules_has_date_expiry,market_definition_status,market_definition_suspend_time,market_definition_timezone,market_definition_turn_in_play_enabled,market_definition_venue,market_definition_version,market_definition_market_datetime,runner_id,runner_fullImage_price,runner_last_price_traded,runner_total_matched,runner_removal_date,runner_adjustment_factor,runner_handicap
mcm,7818562832,1677497579606,,2023-02-27 06:32:59.606,1.210613862,0.0,ODDS,True,True,GB,False,True,32144451,7,False,5.0,2023-03-01T14:20:00.000Z,WIN,4.0,1.0,2023-03-01T13:50:00.000Z,True,['MR_INT'],,OPEN,2023-03-01T14:20:00.000Z,Europe/London,True,Musselburgh,5078054473.0,,,,,,,,
mcm,7825639597,1677604745738,,2023-02-28 12:19:05.738,1.210613862,,,,,,,,,,,,,,,,,,,,,,,,,,,42124604.0,,2.18,,,,
mcm,7825696635,1677605333919,,2023-02-28 12:28:53.919,1.210613862,,,,,,,,,,,,,,,,,,,,,,,,,,,42124604.0,,2.28,,,,
mcm,7825730045,1677605693869,,2023-02-28 12:34:53.869,1.210613862,,,,,,,,,,,,,,,,,,,,,,,,,,,42124604.0,,2.2,,,,
mcm,7825730045,1677605693869,,2023-02-28 12:34:53.869,1.210613862,,,,,,,,,,,,,,,,,,,,,,,,,,,42064849.0,,2.98,,,,
mcm,7825836962,1677606882882,,2023-02-28 12:54:42.882,1.210613862,,,,,,,,,,,,,,,,,,,,,,,,,,,42124604.0,,2.18,,,,
mcm,7825841335,1677606938907,,2023-02-28 12:55:38.907,1.210613862,,,,,,,,,,,,,,,,,,,,,,,,,,,42124604.0,,2.14,,,,
mcm,7825846865,1677607016573,,2023-02-28 12:56:56.573,1.210613862,,,,,,,,,,,,,,,,,,,,,,,,,,,27403237.0,,8.2,,,,
mcm,7825851352,1677607072056,,2023-02-28 12:57:52.056,1.210613862,,,,,,,,,,,,,,,,,,,,,,,,,,,27403237.0,,6.6,,,,
mcm,7825879900,1677607432377,,2023-02-28 13:03:52.377,1.210613862,,,,,,,,,,,,,,,,,,,,,,,,,,,42124604.0,,2.18,,,,
mcm,7825879900,1677607432377,,2023-02-28 13:03:52.377,1.210613862,,,,,,,,,,,,,,,,,,,,,,,,,,,27403237.0,,6.4,,,,
mcm,7825945966,1677608033757,,2023-02-28 13:13:53.757,1.210613862,,,,,,,,,,,,,,,,,,,,,,,,,,,42064849.0,,3.1,,,,
mcm,7825945966,1677608033757,,2023-02-28 13:13:53.757,1.210613862,,,,,,,,,,,,,,,,,,,,,,,,,,,27403237.0,,6.2,,,,
mcm,7826017047,1677608629075,,2023-02-28 13:23:49.075,1.210613862,,,,,,,,,,,,,,,,,,,,,,,,,,,27403237.0,,6.0,,,,
mcm,7826059905,1677608996228,,2023-02-28 13:29:56.228,1.210613862,,,,,,,,,,,,,,,,,,,,,,,,,,,42124604.0,,2.26,,,,
mcm,7826227149,1677610495849,,2023-02-28 13:54:55.849,1.210613862,,,,,,,,,,,,,,,,,,,,,,,,,,,27403237.0,,6.8,,,,
mcm,7826442727,1677612402551,,2023-02-28 14:26:42.551,1.210613862,,,,,,,,,,,,,,,,,,,,,,,,,,,27403237.0,,7.0,,,,
mcm,7826468810,1677612655980,,2023-02-28 14:30:55.980,1.210613862,,,,,,,,,,,,,,,,,,,,,,,,,,,27403237.0,,6.2,,,,
mcm,7826482115,1677612766717,,2023-02-28 14:32:46.717,1.210613862,,,,,,,,,,,,,,,,,,,,,,,,,,,27403237.0,,7.0,,,,
mcm,7826531889,1677613124905,,2023-02-28 14:38:44.905,1.210613862,,,,,,,,,,,,,,,,,,,,,,,,,,,42064849.0,,3.05,,,,
mcm,7826579335,1677613436517,,2023-02-28 14:43:56.517,1.210613862,,,,,,,,,,,,,,,,,,,,,,,,,,,42124604.0,,2.24,,,,
mcm,7826579335,1677613436517,,2023-02-28 14:43:56.517,1.210613862,,,,,,,,,,,,,,,,,,,,,,,,,,,27403237.0,,5.5,,,,
mcm,7826619471,1677613672200,,2023-02-28 14:47:52.200,1.210613862,,,,,,,,,,,,,,,,,,,,,,,,,,,42124604.0,,2.26,,,,
mcm,7826677212,1677613974651,,2023-02-28 14:52:54.651,1.210613862,,,,,,,,,,,,,,,,,,,,,,,,,,,27403237.0,,6.8,,,,
mcm,7826826074,1677614695152,,2023-02-28 15:04:55.152,1.210613862,,,,,,,,,,,,,,,,,,,,,,,,,,,27403237.0,,6.0,,,,
mcm,7826838265,1677614754693,,2023-02-28 15:05:54.693,1.210613862,,,,,,,,,,,,,,,,,,,,,,,,,,,42124604.0,,2.28,,,,
mcm,7826838265,1677614754693,,2023-02-28 15:05:54.693,1.210613862,,,,,,,,,,,,,,,,,,,,,,,,,,,27403237.0,,6.6,,,,
mcm,7826875186,1677614931277,,2023-02-28 15:08:51.277,1.210613862,,,,,,,,,,,,,,,,,,,,,,,,,,,42124604.0,,2.24,,,,
mcm,7826928721,1677615176287,,2023-02-28 15:12:56.287,1.210613862,,,,,,,,,,,,,,,,,,,,,,,,,,,42124604.0,,2.28,,,,
mcm,7826928721,1677615176287,,2023-02-28 15:12:56.287,1.210613862,,,,,,,,,,,,,,,,,,,,,,,,,,,42064849.0,,2.98,,,,
